Who,What,When,when_yyyy_mm,Field,Area,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,EZID,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location),Address (map),Latitude,Longitude,Postcode,Country
University of Toronto Scarborough Library,61220,2020-06-23,2020-06-01,library,,https://ark.digital.utsc.utoronto.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1265 Military Trail, Toronto, ON M1C 1A4, Canada","Joan Foley Hall 1265 Military Trail, Scarborough, ON M1C 1A4, Canada","1265 Military Trail, Scarborough, ON, Canada",43.7833635,-79.1870813,,Canada
"Library of the University of Amsterdam, Allard Pierson",48225,2020-06-24,2020-06-01,library,,https://pid.uba.uva.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Oude Turfmarkt 129, 1012 GC Amsterdam, The Netherlands","Oude Turfmarkt 129, 1012 GC Amsterdam, The Netherlands","1012 Amsterdam, The Netherlands",52.374063925,4.89384205,,Netherlands
hilbRt,35571,2020-06-25,2020-06-01,education,,https://hilbrt.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"115 Boulevard de Cessole, 06100, Nice, France","115 Boulevard de Cessole, 06100, Nice, France","115 Boulevard de Cessole, 06100, Nice, France",43.7169112,7.2531518,6100,France
Service archives de Grand Chambéry,22576,2020-06-26,2020-06-01,archives,municipal,https://www.grandchambery.fr/908-service-archives-de-chambery-metropole.htm,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"106 allée des Blachères, 73026 Chambéry cedex, France","106 Allée des Blachères, 73000, Chambéry, France","106 Allée des Blachères, 73000, Chambéry, France",45.5986376,5.8966321,73000,France
Unidad Académica Escuela Nacional de Ingeniería Pesquera,83792,2020-06-30,2020-06-01,university,,http://www.uan.edu.mx/es/unidad-academica-escuela-nacional-de-ingenieria-pesquera,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Carretera a San Blas Kilómetro 12, Bahia de Matanchen, 63740 San Blas, Nayarit, México","Carretera a San Blas Kilómetro 12, Bahia de Matanchen, 63740 San Blas, Nayarit, México","63740 San Blas, Nayarit, México",21.5195482822395,-105.258499602496,,México
Publicaciones Instituto Nacional de Investigaciones Agrícolas,70796,2020-06-30,2020-06-01,publication,,http://libros.inia.es/libros/index.php?cPath=19,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Avenida Universidad via el Limón, Maracay 2105, Aragua, Venezuela","Avenida Universidad El Limón, Aragua, Venezuela","Avenida Universidad El Limón, Aragua, Venezuela",10.3111557,-67.6417484,,Venezuela
Revista de Investigacion UPEL-IPC,57801,2020-07-01,2020-07-01,publication,,https://revistas.upel.digital/index.php/revinvest/issue,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av Paez, El Paraiso, Caracas 1021, Venezuela","1021 Av. José Antonio Páez Caracas 1020, Distrito Capital, Venezuela","1021 Av. José Antonio Páez Caracas 1020, Distrito Capital, Venezuela",10.4856316,-66.9347159,,Venezuela
Algerian Journal of Signals and Systems,45147,2020-07-02,2020-07-01,publication,,http://ajss.dz/index.php/ajss,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Avenue de l'indépendance, Boumerdès, Algeria","Avenue de l'indépendance, Boumerdès, Algeria","Avenue de l'indépendance, Boumerdès, Algeria",36.7638583,3.4770979,,Algeria
Universidade Federal Fluminense,32152,2020-07-08,2020-07-01,university,,http://www.uff.br/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"R. Des. Ellis Hermydio Figueira, 783 - Bloco A - Aterrado, Volta Redonda - RJ, 27213-145, Brasil","R. Des. Ellis Hermydio Figueira, 783 - Bloco A - Aterrado, Volta Redonda - RJ, 27213-145, Brasil","Volta Redonda, Brasil",-22.5225497,-44.1040128,,Brazil
Revista Cubana de Administración Pública y Empresarial,19155,2020-07-15,2020-07-01,publication,,https://apye.esceg.cu/index.php/apye,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Boyeros, Havana, Cuba","Boyeros, Havana, Cuba","Boyeros, Havana, Cuba",23.0002058,-82.3881198,,Cuba
Polifonia Academia Paulista de Direito International Law Review,80372,2020-07-16,2020-07-01,publication,,https://apd.org.br/polifonia-revista-internacional-da-academia-paulista-de-direito,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1471 Paulista Avenue, Ap. 717, Sao Paulo, SP, #01311-200, Brazil","Av. Paulista, 1471 - 717 - Jardim Paulista São Paulo - SP, 01311-200, Brazil","Av. Paulista, 1471, Jardim Paulista São Paulo, Brazil",-23.5624509,-46.6556124,,Brazil
Musée Mathurin Méheut,67377,2020-07-20,2020-07-01,museum,,http://www.musee-meheut.fr/fr/accueil/bienvenue-musee-meheut-exposition-actualites.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Place du Martray, 22400, Lamballe, France","Place du Martray, 22400, Lamballe, France","Place du Martray, 22400, Lamballe, France",48.4692277,-2.5156239,22400,France
Hoover Institution Library & Archives,54723,2020-07-20,2020-07-01,library,,https://www.hoover.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"550 Serra Mall, Stanford, CA 94305, USA","550 Serra Mall, Stanford, CA 94305, USA","550 Serra Mall, Stanford, CA 94305, USA",37.42762595,-122.166968342948,,USA
Kantonale Denkmalpflege Zürich,41728,2020-07-21,2020-07-01,museum,,https://www.zh.ch/de/sport-kultur/kultur/kulturerbe/denkmalpflege.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Stettbachstrasse 7, 8600 Dübendorf, Switzerland","Stettbachstrasse 7, 8600 Dübendorf, Switzerland","Stettbachstrasse 7, 8600 Dübendorf, Switzerland",47.3942052,8.60181497658007,,Switzerland
"DERC - Departamento de Ergometria, Exercício, Cardiologia Nuclear e Reabilitação Cardiovascular da SBC",28731,2020-07-23,2020-07-01,research,,https://www.revista.derc.org.br,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. Marechal Câmara, 160 - 3º andar - Sala: 330 - Centro / Rio de Janeiro / RJ - Brasil - CEP: 20020-907","Av. Mal. Câmara, 160 - 3º andar - Sala: 330 - Centro Rio de Janeiro - RJ, 20021-380, Brazil","Rio de Janeiro, Brazil",-22.9110137,-43.2093727,,Brazil
Accademia dei Georgofili,15734,2020-07-23,2020-07-01,research,,http://www.georgofili.it,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Via capo di Mondo 78, Firenze, Italy","Via Capo di Mondo, 78 50136 Firenze FI, Italy","Via Capo di Mondo, 78 50136 Firenze FI, Italy",43.7748951,11.2783035,,Italy
Bibliothèques municipales de Châlons-en-Champagne,89948,2020-07-28,2020-07-01,library,municipal,https://bmvr.chalonsenchampagne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"68 rue Léon Bourgeois, 51000, Chalons en Champagne, France","68 rue Léon Bourgeois, 51000, Chalons en Champagne, France","68 rue Léon Bourgeois, 51000, Chalons en Champagne, France",48.9602951,4.36581,51100,France
Vittascience,76953,2020-07-29,2020-07-01,education,,https://fr.vittascience.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"96 bis bd Raspail, 75006, Paris, France","96 bis bd Raspail, 75006, Paris, France","96B Boulevard Raspail, 75006, Paris, France",48.841956,2.3296979,75006,France
Musée de la faïence et de la céramique,64299,2020-07-29,2020-07-01,museum,,https://musee-faience.fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"27 rue du 11 Novembre, 72210, La Suze sur Sarthe, France","27 rue du 11 Novembre, 72210, La Suze sur Sarthe, France","72210, La Suze-sur-Sarthe, France",47.88897,0.0272896,72210,France
Chetnagiri Biotech,51304,2020-08-12,2020-08-01,research,,https://www.chetnagiri.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"House No. 64, Near Samaj Bhawan, Khairlanji, Sakoli, Maharashtra 441802, India","House No. 64, Near Samaj Bhawan, Khairlanji, Sakoli, Maharashtra 441802, India","Khairlanji, Sakoli, Maharashtra 441802, India",21.1002433,79.9877447,,India
Monteverdia Scientific Journal,38307,2020-08-13,2020-08-01,publication,,https://revistas.reduc.edu.cu/index.php/monteverdia,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Camagüey, Cuba","Camagüey, Cuba","Camagüey, Cuba",21.3791765,-77.9183681,,Cuba
Editora Kirja,25310,2020-08-18,2020-08-01,publication,,http://kirjaeditora.mozello.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"R. Francisco W Horta, 105 Serra Negra, São Paulo, Brazil","R. Francisco W Horta, 105 - Bosque das Arapongas Serra Negra - SP, 13930-000, Brazil","Serra Negra, Brazil",-22.61222,-46.70056,,Brazil
International Journal of Legal Enforcement,73875,2020-08-21,2020-08-01,publication,,http://www.internationaljournaloflegalenforcement-ijle.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"No. 113, 100 Feet Road, Tharamani, Chennai 600113, Tamil Nadu, India","No. 113, 100 Feet Road, Tharamani, Chennai 600113, Tamil Nadu, India","Tharamani, Chennai 600113, Tamil Nadu, India",12.98515725,80.2409747667036,,India
Archives départementales des Côtes-d'Armor,34886,2020-08-24,2020-08-01,archives,departemental,https://archives.cotesdarmor.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"7 rue François Merlet, 22000, Saint-Brieuc, France","7 rue François Merlet, 22000, Saint-Brieuc, France","7 rue François Merlet, 22000, Saint-Brieuc, France",48.5032227,-2.7725364,22000,France
Fastlane Education,47883,2020-08-24,2020-08-01,education,,https://www.startlab-education.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"9 rue Letellier, 75015, Paris, France","9 rue Letellier, 75015, Paris, France","9 rue Letellier, 75015, Paris, France",48.8485573,2.2947973,75015,France
Global Research Online,60880,2020-08-24,2020-08-01,publication,,https://www.globalresearchonline.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Bangalore, India","Bangalore, India","Bangalore, India",12.9791198,77.5912997,,India
evematringe bl0g,21890,2020-08-24,2020-08-01,research,,https://www.evematringe.eu/bl0g,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4 rue Bender, L-1229 Luxembourg","4 rue Bender, L-1229 Luxembourg","4 rue Bender, Luxembourg, Luxembourg",49.60325805,6.13470033517193,,Luxemburg
Indology,83451,2020-08-26,2020-08-01,research,,https://indology.info,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"11126 78 Ave NW, Edmonton, AB T6G0M6, Canada","11126 78 Ave NW, Edmonton, AB T6G0M6, Canada","11126 78 Ave NW, Edmonton, AB, Canada",53.5142213090909,-113.517848827273,,Canada
ITSS,70456,2020-08-27,2020-08-01,IT,,https://www.itss.paris/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"157 Boulevard Macdonald, 75019, Paris, France","157 Boulevard Macdonald, 75019, Paris, France","157 Boulevard Macdonald, 75019, Paris, France",48.8983508,2.3778904,75019,France
PIVOT POINT,57459,2020-08-31,2020-08-01,education,,https://www.pivot-point.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"168 bd des Pas Enchantés, 44230, Saint Sébastien sur Loire, France","168 bd des Pas Enchantés, 44230, Saint Sébastien sur Loire, France","168 bd des Pas Enchantés, 44230, Saint Sébastien sur Loire, France",47.211012,-1.4953049,44230,France
Renater,44462,2020-09-01,2020-09-01,education,,https://www.renater.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"23-25 rue Daviel, 75013, Paris, France","2 Rue Claude Chappe, 35510, Cesson-Sévigné, France","2 Rue Claude Chappe, 35510, Cesson-Sévigné, France",48.1366636,-1.6212622,35510,France
Musée des Confluences,31466,2020-09-08,2020-09-01,museum,,https://museedesconfluences.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"86 quai Perrache, 69002, Lyon, France","86 quai Perrache, 69002, Lyon, France","86 quai Perrache, 69002, Lyon, France",45.7331898,4.8180424,69002,France
GAR MATHLIVE,80032,2020-09-08,2020-09-01,education,,https://www.mathlive.fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"230 chemin d'Aix, 13880, Velaux, France","230 chemin d'Aix, 13880, Velaux, France","230 chemin d'Aix, 13880, Velaux, France",43.5224057,5.2593463,13880,France
Specify Collections Consortium,18471,2020-09-08,2020-09-01,archives,,https://www.specifysoftware.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1345 Jayhawk Boulevard, Lawrence, KS 66045, USA","1345 Jayhawk Boulevard, Lawrence, KS 66045, USA","1345 Jayhawk Boulevard, Lawrence, KS 66045, USA",38.95855285,-95.2438056390052,,USA
Iguaco,67035,2020-09-09,2020-09-01,education,,https://www.iguaco.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Gumelenstrasse 13, 8810 Horgen, Switzerland","Gumelenstrasse 13, 8810 Horgen, Switzerland","Gumelenstrasse 13, 8810 Horgen, Switzerland",47.26181965,8.58994629151746,,Switzerland
Musées de Grasse,54038,2020-09-10,2020-09-01,museum,,https://www.museesdegrasse.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 boulevard du jeu de Ballon, 06130, Grasse, France","2 boulevard du jeu de Ballon, 06130, Grasse, France","2 boulevard du jeu de Ballon, 06130, Grasse, France",43.6582836,6.9218463,6130,France
Archives départementales de l'Essonne,28047,2020-09-11,2020-09-01,archives,departemental,https://archives.essonne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"38 rue du Commandant Arnoux, 91730, Chamarande, France","38 rue du Commandant Arnoux, 91730, Chamarande, France","38 rue du Commandant Maurice Arnoux, 91730, Chamarande, France",48.5137685,2.2187596,91730,France
University of Santa Cruz Genomics Institute,41042,2020-09-11,2020-09-01,university,,https://cells.ucsc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1156 High St, Genomics Institute, Santa Cruz, CA 95064, USA","1156 High St, Genomics Institute, Santa Cruz, CA 95064, USA","1156 High Street, Santa Cruz, CA 95064, USA",36.9773836423961,-122.054935671938,,USA
Archives régionales d'Île-de-France,15393,2020-09-14,2020-09-01,archives,regional,http://www.archives-regionales-recherche.iledefrance.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 rue Simone Veil, 93400, Saint-Ouen, France","2 rue Simone Veil, 93400, Saint-Ouen, France","2 rue Simone Veil, 93400, Saint-Ouen, France",48.912395,2.331462,93400,France
Loyola University New Orleans,89608,2020-09-16,2020-09-01,university,,http://loynosca.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"6363 St. Charles Ave., New Orleans, LA 70118, USA","6363 St. Charles Ave., New Orleans, LA 70118, USA","6363 St. Charles Ave., New Orleans, LA 70118, USA",29.9339772,-90.1214455,,USA
Leventhal Map & Education Center,76611,2020-09-16,2020-09-01,education,,https://www.leventhalmap.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"700 Boylston St, Boston MA 02116, USA","700 Boylston St, Boston MA 02116, USA","700 Boylston Street, Boston MA 02116, USA",42.3493298,-71.0786547381636,,USA
Wildlife Insights,63614,2020-09-18,2020-09-01,IT,,https://app.wildlifeinsights.org/explore,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2011 Crystal Drive, Suite 600, Arlington VA 22202, USA","2011 Crystal Drive, Suite 600, Arlington VA 22202, USA","2011 Crystal Drive, Arlington VA 22202, USA",38.8541104,-77.0490964,,USA
Metadata Research Center at Drexel University,13183,2020-09-21,2020-09-01,research,,https://id.cci.drexel.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3675 Market St 10th floor, Philadelphia, PA 19104, USA","3675 Market St 10th floor, Philadelphia, PA 19104, USA","3675 Market Street, Philadelphia, PA 19104, USA",39.95677935,-75.19521349625,,USA
Réseau des bibliothèques de Rouen,50618,2020-09-22,2020-09-01,library,municipal,https://rnbi.rouen.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"42 rue Henri II-Plantagenêt, 76100, Rouen, France","42 rue Henri II-Plantagenêt, 76100, Rouen, France","42 rue Henri II-Plantagenêt, 76100, Rouen, France",49.4264998,1.0974175,76100,France
Archives municipales de Tours,37623,2020-09-23,2020-09-01,archives,municipal,https://www.tours.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1-3 rue des Minimes, 37926 Tours cedex 9, France","1-3 rue des Minimes, 37000, Tours, France","1-3 rue des Minimes, 37000, Tours, France",47.3912458,0.6892508,37000,France
Hello Charly,24969,2020-09-25,2020-09-01,education,,https://hello-charly.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"128 rue la Boetie, Paris, 75008, France","128 rue la Boetie, Paris, 75008, France","128 rue la Boetie, Paris, 75008, France",48.8709551,2.305982,75008,France
EPCC Narbo Via,11974,2020-10-07,2020-10-01,research,,https://www.narbovia.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"50 avenue de Gruissan, 11100, Narbonne, France","50 avenue de Gruissan, 11100, Narbonne, France","50 avenue de Gruissan, 11100, Narbonne, France",43.1828584,3.015521,11100,France
DePauw University Archives,86187,2020-10-19,2020-10-01,university,,https://www.depauw.edu/libraries/about/librarylocations/archives/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"11 East Larrabee Street, Greencastle, IN 46135, USA","Greencastle, IN 46135, USA","Greencastle, IN 46135, USA",39.6496247,-86.8844104,,USA
Editura Servo-sat,73190,2020-10-22,2020-10-01,publication,,https://www.servo-sat.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"DJ707A 43, Caprioara, 317271, Romania","DJ707A 43, Caprioara, 317271, Romania","DJ707A 43, Caprioara, 317271, Romania",45.9832404,22.2801767,,Romania
Universidad Autónoma del Estado de México,60194,2020-10-27,2020-10-01,university,,https://hemeroteca.uaemex.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Ciudad Universitaria s/n, Cerro de Coatepec, Toluca, Estado de México","Calle Cerro de Coatepec Universitaria, 50130 Toluca de Lerdo, Méx., México","50130 Toluca de Lerdo, Méx., México",19.2757382,-99.6572963730888,,México
New Literaria,47199,2020-10-30,2020-10-01,research,,https://www.newliteraria.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 Raja Bazar Main Road, Midnapore, West Bengal 721101, India","2 Raja Bazar Main Road, Midnapore, West Bengal 721101, India","Midnapore, West Bengal 721101, India",22.4207025,87.3269963,,India
Signpost BV,34545,2020-11-05,2020-11-01,publication,,http://signpostbv.nl/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Wolfsakker 5A, 9160 Lokeren, Belgium","Wolfsakker 5A, 9160 Lokeren, Belgium","Wolfsakker 5A, 9160 Lokeren, Belgium",51.0898781,4.0175821,,Belgium
Département de Maine-et-Loire,21550,2020-11-09,2020-11-01,administrative district,departemental,https://www.maine-et-loire.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"48 bis boulevard Foch 49941 Angers cedex 9, France","48 bis boulevard Foch, 49100, Angers, France","48B boulevard du Maréchal Foch, 49100, Angers, France",47.4702929,-0.5480491,49100,France
Archives municipales de Marseille,82766,2020-11-09,2020-11-01,archives,municipal,https://marseille.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"10 rue Clovis-Hugues, 13003, Marseille, France","10 rue Clovis-Hugues, 13003, Marseille, France","10 rue Clovis-Hugues, 13003, Marseille, France",43.3112612,5.3843672,13003,France
Archives départementales de la Guadeloupe,69770,2020-11-09,2020-11-01,archives,departemental,http://www.archivesguadeloupe.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"BP 74 97102 Basse-Terre cédex, Guadeloupe","97113, Gourbeyre, Guadeloupe","97113, Gourbeyre, Guadeloupe",15.9945526332449,-61.6964853230972,97113,France
Fondation de Coubertin,56775,2020-11-12,2020-11-01,research,,http://www.coubertin.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Domaine de Coubertin, 78470, Saint-Rémy-lès-Chevreuse, France","Domaine de Coubertin, 78470, Saint-Rémy-lès-Chevreuse, France","Domaine de Coubertin, 78470, Saint-Rémy-lès-Chevreuse, France",48.70097815,2.05992299379954,78470,France
IJbox,44121,2020-11-16,2020-11-01,education,,https://www.ijbox.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"101 quai Branly, 75740, Paris cedex 15, France","101 quai Branly, 75015, Paris, France","101 quai Branly, 75015, Paris, France",48.8557444,2.2900436,75015,France
Musee museum departemental des hautes-Alpes,31126,2020-11-17,2020-11-01,museum,departemental,https://museum.hautes-alpes.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"6 avenue Maréchal Foch, 05000, Gap, France","6 avenue Maréchal Foch, 05000, Gap, France","6 avenue du Maréchal Foch, 05000, Gap, France",44.5619775,6.0843457,5000,France
Kasmera,18129,2020-11-22,2020-11-01,publication,,https://produccioncientificaluz.org/index.php/kasmera/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"68 Avenida 20, Maracaibo, Venezuela","68 Avenida 20 Maracaibo 4005, Zulia, Venezuela","68 Avenida 20 Maracaibo 4005, Zulia, Venezuela",10.6942222,-71.6407005,,Venezuela
Archives départementales des Alpes-Maritimes,79346,2020-11-25,2020-11-01,archives,departemental,https://www.departement06.fr/departement-des-alpes-maritimes-3.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Centre administratif departemental - BP 3007, 06206 Nice Cedex 3, France","147 boulevard du Mercantour, 06206, Nice, France","147 boulevard du Mercantour, 06206, Nice, France",43.6701813,7.2030431,6206,France
The June L. Mazer Lesbian Archives,66351,2020-11-29,2020-11-01,archives,,https://www.mazerlesbianarchives.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"626 N. Robertson Blvd. West Hollywood, CA 90069, USA","626 N. Robertson Blvd. West Hollywood, CA 90069, USA","626 N. Robertson Blvd. West Hollywood, CA 90069, USA",34.0816322571429,-118.3853374,,USA
Curtin University,53697,2020-11-29,2020-11-01,university,,https://curtin.edu.au,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Kent St, Curtin University, Bentley, WA 6102, Australia","Kent St, Bentley WA 6102, Australia","Kent St, Bentley WA 6102, Australia",-32.0067215,115.8885693,,Australia
Vocable,40702,2020-11-30,2020-11-01,education,,https://www.vocable.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"56 rue Fondary, 75015, Paris, France","56 rue Fondary, 75015, Paris, France","56 rue Fondary, 75015, Paris, France",48.8467132,2.2964759,75015,France
Bibliothèques de Bordeaux,27705,2020-12-03,2020-12-01,library,municipal,https://bibliotheque.bordeaux.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"85 cours du Maréchal Juin, 33000 Bordeaux, France","85 cours du Maréchal Juin, 33000 Bordeaux, France","85 cours du Maréchal Juin, 33000 Bordeaux, France",44.8351168,-0.5867592,33000,France
