who,what,when,when_yyyy_mm,Field,Area,where,how_nfp,how_nr,how_op,how_cc,how_year,how_policy,why,EZID,contact (surname),contact (firstname),contact (current only),Provider (surname),Provider (firstname),Provider (mail),address (postal),address (location),address (map),latitude,longitude,postcode,country
University of Wisconsin German Program,81968,2016-10-10,2016-10-01,university,,https://new.library.arizona.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"University of Wisconsin, Madison, WI 53706, USA","1220 Linden Dr Madison, WI 53706, USA","1220 Linden Dr Madison, WI 53706, USA",43.07560995,-89.4068865637835,,USA
Archives nationales de Luxembourg,76610,2016-10-12,2016-10-01,archives,,https://gns.wisc.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Plâteau du Saint-Esprit, L-1475 Luxembourg","2 Plateau du Saint-Esprit, 1475, Luxembourg, Luxemburg","2 Plateau du Saint-Esprit, 1475, Luxembourg, Luxemburg",49.6077245,6.13375839102179,,Luxemburg
UCSB English Department,81972,2016-10-25,2016-10-01,research,,https://www.anlux.public.lu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"University of California, Santa Barbara, CA 9316-3170, USA","UC Santa Barbara, Mail Code 3170, Santa Barbara, CA 93106-3170, USA","Santa Barbara, CA 93106-3170, USA",34.4221319,-119.7026673,,USA
University of California Natural Reserve System,81973,2016-11-15,2016-11-01,research,,https://liu.english.ucsb.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"1111 Franklin Ave, 6th Floor, Oakland, CA 94607, USA","1111 Franklin Ave, 6th Floor, Oakland, CA 94607, USA","Franklin Avenue, Oakland, CA 94607, USA",40.9354222,-91.6193514,,USA
Data Archiving and Networked Services,73189,2016-12-02,2016-12-01,IT,,https://www.ucnrs.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Anna van Saksenlaan 51, 2593 HW Den Haag, Netherlands","Anna van Saksenlaan 51, 2593 HW Den Haag, Netherlands","Anna van Saksenlaan 51, Den Haag, Netherlands",52.08076875,4.34566224542026,,Netherlands
"Climate, Atmospheric Science and Physical Oceanography",81976,2016-12-09,2016-12-01,research,,https://dans.knaw.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman #0230 La Jolla, CA 92093-0230, USA","9500 Gilman Drive La Jolla, CA 92093, USA","9500 Gilman Drive La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
Center for Sustainability Research and Consultancy,34202,2017-01-03,2017-01-01,research,,https://scripps.ucsd.edu/caspo,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"1st Floor, Naseer Building No 581, Outside Pakgate, Multan 60000, Punjab, Pakistan","Multan 60000, Punjab, Pakistan","Multan 60000, Punjab, Pakistan",30.1979793,71.4724978,,Pakistan
Journal of Zoology Studies,56773,2017-02-06,2017-02-01,research,,http://globalcsrc.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Sector-7, Rohini, Delhi-110085, India","Sector-7, Rohini, Delhi-110085, India","Rohini, Delhi-110085, India",28.7162092,77.1170743,,India
University of Illinois at Chicago,81984,2017-02-09,2017-02-01,university,,https://www.journalofzoology.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"801 S. Morgan, Chicago, IL 60607, USA","801 S. Morgan, Chicago, IL 60607, USA","801 S. Morgan Street, Chicago, IL 60607, USA",41.87187645,-87.6505026247947,,USA
Northwestern University,81985,2017-03-11,2017-03-01,university,,https://library.uic.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"1970 Campus Dr. Evanston, IL 60208, USA","1970 Campus Dr. Evanston, IL 60208, USA","1970 Campus Dr. Evanston, IL 60208, USA",42.05318285,-87.6738421903792,,USA
SDSC Center for Applied Internet Data and Analysis,81986,2017-03-17,2017-03-01,research,,https://www.library.northwestern.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman #0505 La Jolla, CA 92093-0505, USA","10100 Hopkins Dr San Diego, CA 92121, USA","10100 Hopkins Dr San Diego, CA 92121, USA",32.8881839,-117.2388153,,USA
Mark and Mary Stevens Neuroimaging and Informatics Institute,75925,2017-03-27,2017-03-01,university,,https://www.caida.org/home,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"2025 Zonal Ave., Los Angeles, CA 90033, USA","2025 Zonal Ave., Los Angeles, CA 90033, USA","2025 Zonal Ave., Los Angeles, CA 90033, USA",34.0602210547945,-118.206189260274,,USA
"University of Nevada, Las Vegas University Libraries",62930,2017-03-30,2017-03-01,library,,https://www.ini.usc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK only,False,Anonyme,Anonyme,contact@email.com,,,,"4505 S. Maryland Parkway, Las Vegas, NV 89154, USA","4505 S Maryland Pkwy Las Vegas, NV 89119, USA","4505 S Maryland Pkwy Las Vegas, NV 89119, USA",36.1634744,-115.1342087,,USA
Tropy,37280,2017-04-05,2017-04-01,archives,,https://www.library.unlv.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"8300 Boone Blvd, Suite 500, Vienna VA 22182, USA","8300 Boone Blvd, Suite 500, Vienna VA 22182, USA","Vienna, VA 22182, USA",38.9013729,-77.2651762,,USA
UCLA Dept of Civil & Environmental Engineering - Geotechnical Engineering Research Group,81222,2017-04-11,2017-04-01,research,,https://tropy.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"10740 Dickson Ct., Los Angeles, CA 90095, USA","10740 Dickson Ct., Los Angeles, CA 90095, USA","Dickson Ct., Los Angeles, CA 90095, USA",34.0090999,-117.8649746,,USA
University of Florida Interdisciplinary Center for Biotechnology Research,24283,2017-04-19,2017-04-01,research,,https://www.cee.ucla.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"UF ICBR, 2033 Mowry Rd, Gainesville, FL 32610, USA","UF ICBR, 2033 Mowry Rd, Gainesville, FL 32610, USA","2033 Mowry Road, Gainesville, FL 32610, USA",29.63802975,-82.3516117406973,,USA
Blavatnik Archive Foundation,86084,2017-05-23,2017-05-01,archives,,https://biotech.ufl.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1633 Broadway, 4th Floor, New York, NY 10019, USA","1633 Broadway, 4th Floor, New York, NY 10019, USA","1633 Broadway, New York, NY 10019, USA",40.762093,-73.9846558958814,,USA
Michigan State University Libraries,85335,2017-06-15,2017-06-01,library,,https://www.blavatnikarchive.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"366 W. Circle Dr. East Lansing, MI 48824, USA","366 W. Circle Dr. East Lansing, MI 48824, USA","366 W. Circle Dr. East Lansing, MI 48824, USA",42.7308704,-84.4832106889493,,USA
Literati,69428,2017-06-26,2017-06-01,research,,https://www.lib.msu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Republicii 202, Comarnic, Prahova, ROMANIA","Republicii 202, Comarnic 105700, Prahova Romania","Republicii 202, Comarnic 105700, Prahova Romania",45.2590706,25.6261736,,Romania
Caltech Archives,77914,2017-08-02,2017-08-01,archives,,https://literati.ro,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK only,False,Anonyme,Anonyme,contact@email.com,,,,"1200 E. California Blvd. Pasadena, CA 91125-3200, USA","1200 E. California Blvd. Pasadena, CA 91125, USA","1200 E. California Blvd. Pasadena, CA 91125, USA",34.1359033,-118.1243083,,USA
Philadelphia Museum of Art,53011,2017-08-08,2017-08-01,museum,,https://philamuseum.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2600 Benjamin Franklin Parkway, Philadelphia, PA 19130, USA","2600 Benjamin Franklin Parkway, Philadelphia, PA 19130, USA","2600 Benjamin Franklin Parkway, Philadelphia, PA 19130, USA",39.96556385,-75.1815127731516,,USA
"Ville de Liège - Département de la Culture, des Musées et du Tourisme",14024,2017-09-15,2017-09-01,museum,,http://lesmuseesdeliege.be/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"136 En Feronstrée, Liège, 4000, Belgium","136 En Feronstrée, Liège, 4000, Belgium","136 En Feronstrée, Liège, 4000, Belgium",50.6472458,5.58327277825738,,Belgium
The Kyoto University Museum,62587,2017-10-04,2017-10-01,museum,,https://www.rra.museum.kyoto-u.ac.jp,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Yoshida-Honmachi, Sakyo-ku, Kyoto, 606-8501, Japan","Yoshida-Honmachi, Sakyo-ku, Kyoto, 606-8501, Japan","Sakyo-ku, Kyoto, 606-8501, Japan",35.0385567,135.780494,,Japan
Data and Service Center for the Humanities,72163,2017-10-16,2017-10-01,research,,https://dasch.swiss,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"c/o Digital Humanities Lab, University of Basel, Bernoullistrasse 32, CH-4056 Basel, Switzerland","Petersgraben 35, 4051 Basel, Switzerland","Petersgraben 35, 4051 Basel, Switzerland",47.5585711,7.5845334,,Switzerland
"American University of Beirut, University Libraries",86073,2017-10-20,2017-10-01,library,,https://www.aub.edu.lb/libraries/Pages/default.aspx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Riyad El-Solh, Beirut 11072020, Lebanon","Riyad El-Solh, Beirut 11072020, Lebanon","Beirut 11072020, Lebanon",33.8959203,35.47843,,Lebanon
Journal of Philosophical Criticism,59167,2017-10-27,2017-10-01,research,,http://www.journalpc.org/ojs/index.php/jpc,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Piazza Dante, 32, University of Catania, 95124, Catania, Italy","Piazza Dante, 32, University of Catania, 95124, Catania, Italy","32, University of Catania, 95124, Catania, Italy",37.5259484,15.073424749712,,Italy
Universidad Nacional Autonoma de México campus Morelia,46171,2017-10-27,2017-10-01,university,,http://www.morelia.unam.mx/campus,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Antigua Carretera a Pátzcuaro 8701, Ex-Hacienda de San José de La Huerta, 58190 Morelia, Mich, Mexico","Antigua Carretera a Pátzcuaro 8701, Ex-Hacienda de San José de La Huerta, 58190 Morelia, Mich, Mexico","Mich, Mexico",21.8815658,-102.294818,,Mexico
Archives de l'Université catholique de Louvain,33176,2017-10-27,2017-10-01,university,,https://archives.uclouvain.be/atom,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3 Place Montesquieu, Louvain-la-Neuve, B-1348, Belgium","Place Montesquieu 3 1348 Ottignies-Louvain-la-Neuve, Belgium","Place Montesquieu 3 1348 Ottignies-Louvain-la-Neuve, Belgium",50.66793665,4.61154585166052,,Belgium
Tunisian National Library,68743,2017-10-31,2017-10-01,library,,https://www.bnt.nat.tn/uhtbin/cgisirsi.exe/yGAu48OYEv/BNT/168980018/60/502/X,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1008 Boulevard du 9 Avril 1938, Tunis, Tunisia","1008 Boulevard du 9 Avril 1938, Tunis, Tunisia","1008 Boulevard du 9 Avril 1938, Tunis, Tunisia",36.7893093,10.165588,,Tunisia
Zapruder World,86074,2017-11-29,2017-11-01,archives,,https://www.zapruderworld.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Santa Barbara, California 93106, USA","Santa Barbara, California 93106, USA","Santa Barbara, California 93106, USA",34.4221319,-119.7026673,,USA
"Japan Association for Language Teaching, Critical Thinking Special Interest Group",65324,2017-12-27,2017-12-01,research,,http://www.jaltcriticalthinking.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Urban Edge Bldg 5F, 1-37-9 Taito, Taito-ku, Tokyo 110-0016, Japan","Taito-ku, Tokyo 110-0016, Japan","Taito-ku, Tokyo 110-0016, Japan",35.71745,139.790859,,Japan
Iowa State University,87292,2018-02-07,2018-02-01,university,,https://www.lib.iastate.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,True,Anonyme,Anonyme,contact@email.com,,,,"University Library 701 Morrill Rd., Ames, IA 50011-2101, USA","701 Morrill Rd., Ames, IA 50011, USA","701 Morrill Rd., Ames, IA 50011, USA",42.0280618,-93.6487203662716,,USA
Ruhr Universität Bochum,45831,2018-02-26,2018-02-01,university,,https://www.ruhr-uni-bochum.de/de,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Universitätsstr. 150, 44801 Bochum, Germany","Universitätsstr. 150, 44801 Bochum, Germany","Universitätsstr. 150, 44801 Bochum, Germany",51.44415765,7.26096541306078,,Germany
Quantiply Corporation,32834,2018-03-03,2018-03-01,IT,,http://quantiply.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"333 West San Carlos Street, Suite 1650, San Jose, CA 95113, USA","333 W San Carlos St # 1650 San Jose, CA 95110, USA","333 W San Carlos Street, San Jose, CA 95110, USA",37.3294457,-121.8915831,,USA
"Unit Research - Research, Enterprises and Decision",68402,2018-03-12,2018-03-01,research,,http://www.ur-red.com/ang/index.php,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"GABES, TUNISIA","GABES, TUNISIA","GABES, TUNISIA",33.7765032,9.79306296557616,,Tunisia
Varepsilon Ltd,42410,2018-03-12,2018-03-01,IT,,http://varepsilon.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"34 Rishki Prohod, et. 8, ap. 35, Shumen, Bulgaria","bul. ""Rishki Prohod"" 34, ет. 8, ап. 35 9701 Dobrudzhanski, Shumen, Bulgaria","9701 Dobrudzhanski, Shumen, Bulgaria",43.2664959,26.9419583,,Bulgaria
Global Politics Review,55407,2018-04-03,2018-04-01,publication,,https://www.globalpoliticsreview.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Via Palmieri 25, 10138, Torino, Italy","Via Palmieri 25, 10138, Torino, Italy","10138, Torino, Italy",45.0712663593145,7.65670167109403,,Italy
LBNL ETA Building Tech and Urban Systems,51986,2018-04-11,2018-04-01,research,,https://eta.lbl.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"1 Cyclotron Road, MS 90R3029-B, Berkeley, CA 94720, USA","1 Cyclotron Road, Berkeley, CA 94720 MSn90R3111, USA","1 Cyclotron Road, Berkeley, CA 94720, USA",37.8749654,-122.2535322,,USA
UCD Online Strategies,87287,2018-04-14,2018-04-01,research,,https://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Davis, California, USA","One Shields Avenue, Davis, CA 95616, USA","Davis, CA 95616, USA",38.5434297,-121.7377558,,USA
Dartmouth Virtual Basilica,81428,2018-05-01,2018-05-01,research,,https://rc.dartmouth.edu/index.php/virtual-basilica-project,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,True,Anonyme,Anonyme,contact@email.com,,,,"HB 6033 Dartmouth College, Hanover, NH 03755, USA","NH 03755, USA","Hanover, NH 03755, USA",43.703622,-72.288666,,USA
Dartmouth Thayer Instructional Labs,88736,2018-05-01,2018-05-01,research,,https://engineering.dartmouth.edu/undergraduate/labs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK only,True,Anonyme,Anonyme,contact@email.com,,,,"14 Engineering Drive, Dartmouth College, Hanover, NH 03755, USA","14 Engineering Drive, Dartmouth College, Hanover, NH 03755, USA","14 Engineering Drive, Hanover, NH 03755, USA",43.7042595,-72.2948614062426,,USA
Punctum Books,84135,2018-05-31,2018-05-01,library,,https://punctumbooks.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"962 West Campus Lane Goleta, California 93117, USA","962 West Campus Lane Goleta, California 93117, USA","Goleta, California 93117, USA",34.4377354,-119.8433729,,USA
Naturalis Biodiversity Center,54722,2018-06-27,2018-06-01,research,,https://naturalis.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Vondellaan 55, 2332 AA Leiden, Netherlands","Vondellaan 55, 2332 AA Leiden, Netherlands","2332 AA Leiden, Netherlands",52.1615068,4.4616314,,Netherlands
Duke Visible Thinking,88737,2018-06-29,2018-06-01,research,,https://visiblethinking.duke.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"905 West Main Street, Suite 25B, Durham, NC 27701, USA","905 West Main Street, Suite 25B, Durham, NC 27701, USA","905 West Main Street, Durham, NC 27701, USA",36.0000834,-78.9097116,,USA
MatchWare,41727,2018-07-04,2018-07-01,IT,,https://matchware.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"311 South Brevard Ave., Tampa, FL 33606-2205, USA","311 South Brevard Ave., Tampa, FL 33606, USA","311 South Brevard Ave., Tampa, FL 33606, USA",27.9414945918367,-82.4668152244898,,USA
"Bodleian Libraries, University of Oxford",29072,2018-07-09,2018-07-01,library,,https://www.bodleian.ox.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Bodleian Libraries, Broad Street, Oxford OX1 3BG, UK","Broad Street, Oxford OX1 3BG, UK","Broad Street, Oxford OX1 3BG, UK",51.7546988,-1.2549091,,United Kingdom
UCI PECE project,81416,2018-07-18,2018-07-01,research,,https://worldpece.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Dept. of Anthropology, 3151 Social Sciences Plaza, UC Irvine, Irvine, CA 92697, USA","3151 Social Sciences Plaza, Irvine, CA 92617, USA","Irvine, CA 92617, USA",33.6856969,-117.8259819,,USA
PRO-Economics,12656,2018-09-06,2018-09-01,research,,https://proeconomics.ru,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Mozhayskoye Shosse, 71, Odintsovo, Moscow Oblast, Russia, 143007","Mozhayskoye Shosse, 71, Odintsovo, Moscow Oblast, Russia, 143007","Odintsovo, Moscow Oblast, Russia",55.6711507,37.2727963,,Russia
UCSD Center for Computational Mass Spectrometry,80359,2018-09-06,2018-09-01,research,,https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive, EBU3B, La Jolla, CA 92093, USA","9500 Gilman Drive, EBU3B, La Jolla, CA 92093, USA","9500 Gilman Drive, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
NASA JPL,73874,2018-09-11,2018-09-01,research,,https://www.jpl.nasa.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4800 Oak Grove Drive, Pasadena, CA 91009, USA","4800 Oak Grove Drive, Pasadena, CA 91009, USA","4800 Oak Grove Drive, Pasadena, CA 91009, USA",34.2018154,-118.172888837844,,USA
SCM Journals,35229,2018-09-17,2018-09-01,publication,,http://scmjournals.com/ojs/index.php/index/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3558 65th St. Apt. 1H Woodside, New York 11377-2311, USA","35-58 65th St #1H Queens, NY 11377, USA","35-58 65th Street, Queens, NY 11377, USA",40.74882125,-73.8979276936073,,USA
Revista de Estudios Latinoamericanos sobre Reducción del Riesgo de Desastres,70455,2018-09-20,2018-09-01,publication,,http://www.revistareder.com/ojs/index.php/reder,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Pucará 4735, Santiago 7790421, Chile","Pucará 4735, Santiago 7790421, Chile","Pucará 4735, Santiago 7790421, Chile",-33.6262551,-70.7820909,,Chile
CEDROM-SNI,57800,2018-09-28,2018-09-01,IT,,http://www.europresse.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"825 avenue Querbes, Outremont, H2v 3X1, Canada","825 Av. Querbes Outremont, QC H2V 1J6, Canada","825 Av. Querbes Outremont, QC, Canada",45.5241669333333,-73.6126022666667,,Canada
UCLA Library Data Science Center,87909,2018-10-24,2018-10-01,library,,https://www.library.ucla.edu/location/data-science-center,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"UCLA - Young Research Library, 280 Charles Young Drive, Los Angeles, CA 90095-1575, USA","280 Charles Young Drive, Los Angeles, CA 90095, USA","Los Angeles, CA 90095, USA",34.0536909,-118.242766,,USA
UC Davis Online Strategies,85781,2018-10-24,2018-10-01,IT,,https://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"UC Davis Library, 100 NW Quad, University of California Davis, Davis, CA 95616, USA","100 NW Quad, University of California Davis, Davis, CA 95616, USA","Davis, CA 95616, USA",38.5434297,-121.7377558,,USA
"Escuela de Ciencias de la Ingeniería y Tecnología, Universidad Autónoma de Baja California",54381,2018-10-30,2018-10-01,university,,http://citecuvp.tij.uabc.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Blvd Universitario 1000 Unidad Valle de las Palmas, Tijuana, Baja California, Mexico","Blvd Universitario 1000 Valle de Las Palmas, 22260 Tijuana, B.C., Mexico","Blvd Universitario 1000, 22260 Tijuana, Mexico",32.4358768,-116.6772468,,Mexico
Dartmouth Spatial Archaeometry Lab,87296,2018-11-20,2018-11-01,research,,https://sites.dartmouth.edu/sparcl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Silsby Hall, Dartmouth College, Hanover, NH 03755, USA","Silsby Hall, Dartmouth College, Hanover, NH 03755, USA","Silsby Hall, Hanover, NH 03755, USA",43.70559645,-72.2900168869115,,USA
Bibliothèque de la Ville de La Chaux-de-Fonds,24968,2018-11-26,2018-11-01,library,,https://www.chaux-de-fonds.ch/biblio,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland","Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland","Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland",47.1043064,6.8262405,,Switzerland
docuteam,60536,2018-12-05,2018-12-01,IT,,https://docuteam.ch,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Im Langacker 16, 5405 Baden, Switzerland","Im Langacker 16, 5405 Baden, Switzerland","Im Langacker 16, 5405 Baden, Switzerland",47.45540485,8.2874031048791,,Switzerland
University of Colorado Boulder,47540,2018-12-11,2018-12-01,university,,https://www.colorado.edu/libraries,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1720 Pleasant Street, Boulder, CO 80309, USA","1720 Pleasant St Boulder, CO 80302, USA","1720 Pleasant St Boulder, CO 80302, USA",40.0087817,-105.2702329,,USA
Phoebe A. Hearst Museum of Anthropology,21549,2018-12-21,2018-12-01,museum,,https://portal.hearstmuseum.berkeley.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"102 Kroeber Hall, #3712, Berkeley, CA 94720, USA","102 Anthropology and Art Practice Building, Berkeley, CA 94720, USA","102 Anthropology and Art Practice Building, Berkeley, CA 94720, USA",37.8698251,-122.255195395684,,USA
"Institute of Control, Robotics and Information Engineering (Poznan University of Technology)",57116,2019-01-03,2019-01-01,research,,https://www.fee.put.poznan.pl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"ul. Piotrowo 3a, 60-965 Poznan, Poland","Piotrowo 3A 61-138 Poznań, Poland","Piotrowo 3A 61-138 Poznań, Poland",52.40191905,16.9513115635333,,Poland
Centre for Astronomical Heritage,44120,2019-01-07,2019-01-01,research,,https://cfah.org.za,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"14 Mount Grace, Somerset Ridge, Cape Town, South Africa, 7130","14 Mount Grace St Somerset West, Cape Town, 7130, South Africa","Cape Town, 7130, South Africa",-33.9224221,18.4263523,,South Africa
Virginia Polytechnic Institute and State University Libraries,53696,2019-02-18,2019-02-01,library,,https://idn.lib.vt.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"560 Drillfield Dr, Blacksburg, VA 24061, USA","560 Drillfield Dr, Blacksburg, VA 24061, USA","560 Drillfield Dr, Blacksburg, VA 24061, USA",37.2293225,-80.4215465,,USA
