Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
Puzzilla,32492,2020-05-13,http://puzzilla.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"440 Windsor Way, Kaysville, UT 84037, USA","440 Windsor Way, Kaysville, UT 84037, USA"
The VillageMath Network,19497,2020-05-17,https://ngsme.villagemath.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"61C Adoka St, Otukpo, Benue State, Nigeria","Adoka St Otukpo, Nigeria"
Haute école de gestion de Genève,68061,2020-05-20,https://www.hesge.ch/heg,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Campus de Battelle, Rue de la Tambourine 17, CH-1227 Carouge, Switzerland","Campus de Battelle, Rue de la Tambourine 17, CH-1227 Carouge, Switzerland"
Archives municipales de Chambéry,55064,2020-06-03,https://www.chambery.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Hôtel de ville, BP 11105, 73011 Chambéry cedex, France","Place de l'Hôtel de ville, 73011, Chambéry, France"
Archives municipales et métropolitaines de Grenoble,42068,2020-06-03,https://archives.grenoblealpesmetropole.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 rue Malakoff, 38000, Grenoble, France","3 rue Malakoff, 38000, Grenoble, France"
wweeddoo,77637,2020-06-04,https://wweeddoo.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"38 rue Paul Bert, 92100, Boulogne-Billancourt, France","38 rue Paul Bert, 92100, Boulogne-Billancourt, France"
La Touche Musicale,29073,2020-06-04,https://latouchemusicale.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"32 boulevard du Port, 95000, Cergy, France","32 boulevard du Port, 95000, Cergy, France"
Cood,16419,2020-06-04,https://www.cood.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"23 rue Antigna, 45000, Orléans, France","23 rue Antigna, 45000, Orléans, France"
Archive (Athens),64640,2020-06-09,https://archive.gr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Morava str 8, 121 36 Peristeri, Athens","121 36 Peristeri, Athens, Greece"
"CEPAM, UMR7264",25995,2020-06-11,https://www.cepam.cnrs.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"24 avenue des diables-bleus, 06300, Nice, France","24 avenue des diables-bleus, 06300, Nice, France"
ICONADOR  ,87212,2020-06-15,https://www.texteimage.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"20 place des vosges, 75004, Paris, France","20 place des vosges, 75004, Paris, France"
Centre culturel irlandais,74216,2020-06-23,https://archives.centreculturelirlandais.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"5, rue des Irlandais 75005, Paris, France","5, rue des Irlandais 75005, Paris, France"
University of Toronto Scarborough Library,61220,2020-06-23,https://ark.digital.utsc.utoronto.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1265 Military Trail, Toronto, ON M1C 1A4, Canada","Joan Foley Hall 1265 Military Trail, Scarborough, ON M1C 1A4, Canada"
"Library of the University of Amsterdam, Allard Pierson",48225,2020-06-24,https://pid.uba.uva.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Oude Turfmarkt 129, 1012 GC Amsterdam, The Netherlands","Oude Turfmarkt 129, 1012 GC Amsterdam, The Netherlands"
hilbRt,35571,2020-06-25,https://hilbrt.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"115 Boulevard de Cessole, 06100, Nice, France","115 Boulevard de Cessole, 06100, Nice, France"
Service archives de Grand Chambéry,22576,2020-06-26,https://www.grandchambery.fr/908-service-archives-de-chambery-metropole.htm,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"106 allée des Blachères, 73026 Chambéry cedex, France","106 Allée des Blachères, 73000, Chambéry, France"
Unidad Académica Escuela Nacional de Ingeniería Pesquera,83792,2020-06-30,http://www.uan.edu.mx/es/unidad-academica-escuela-nacional-de-ingenieria-pesquera,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Carretera a San Blas Kilómetro 12, Bahia de Matanchen, 63740 San Blas, Nayarit, México","Carretera a San Blas Kilómetro 12, Bahia de Matanchen, 63740 San Blas, Nayarit, México"
Publicaciones Instituto Nacional de Investigaciones Agrícolas,70796,2020-06-30,http://libros.inia.es/libros/index.php?cPath=19,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenida Universidad via el Limón, Maracay 2105, Aragua, Venezuela","Avenida Universidad El Limón, Aragua, Venezuela"
Revista de Investigacion UPEL-IPC,57801,2020-07-01,https://revistas.upel.digital/index.php/revinvest/issue,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av Paez, El Paraiso, Caracas 1021, Venezuela","1021 Av. José Antonio Páez Caracas 1020, Distrito Capital, Venezuela"
Algerian Journal of Signals and Systems,45147,2020-07-02,http://ajss.dz/index.php/ajss,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenue de l'indépendance, Boumerdès, Algeria","Avenue de l'indépendance, Boumerdès, Algeria"
Universidade Federal Fluminense,32152,2020-07-08,http://www.uff.br/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"R. Des. Ellis Hermydio Figueira, 783 - Bloco A - Aterrado, Volta Redonda - RJ, 27213-145, Brasil","R. Des. Ellis Hermydio Figueira, 783 - Bloco A - Aterrado, Volta Redonda - RJ, 27213-145, Brasil"
Revista Cubana de Administración Pública y Empresarial,19155,2020-07-15,https://apye.esceg.cu/index.php/apye,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Boyeros, Havana, Cuba","Boyeros, Havana, Cuba"
Polifonia Academia Paulista de Direito International Law Review,80372,2020-07-16,https://apd.org.br/polifonia-revista-internacional-da-academia-paulista-de-direito,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1471 Paulista Avenue, Ap. 717, Sao Paulo, SP, #01311-200, Brazil","Av. Paulista, 1471 - 717 - Jardim Paulista São Paulo - SP, 01311-200, Brazil"
Musée Mathurin Méheut,67377,2020-07-20,http://www.musee-meheut.fr/fr/accueil/bienvenue-musee-meheut-exposition-actualites.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place du Martray, 22400, Lamballe, France","Place du Martray, 22400, Lamballe, France"
Hoover Institution Library & Archives,54723,2020-07-20,https://www.hoover.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"550 Serra Mall, Stanford, CA 94305, USA","550 Serra Mall, Stanford, CA 94305, USA"
Kantonale Denkmalpflege Zürich,41728,2020-07-21,https://www.zh.ch/de/sport-kultur/kultur/kulturerbe/denkmalpflege.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Stettbachstrasse 7, 8600 Dübendorf, Switzerland","Stettbachstrasse 7, 8600 Dübendorf, Switzerland"
"DERC - Departamento de Ergometria, Exercício, Cardiologia Nuclear e Reabilitação Cardiovascular da SBC",28731,2020-07-23,https://www.revista.derc.org.br,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Marechal Câmara, 160 - 3º andar - Sala: 330 - Centro / Rio de Janeiro / RJ - Brasil - CEP: 20020-907","Av. Mal. Câmara, 160 - 3º andar - Sala: 330 - Centro Rio de Janeiro - RJ, 20021-380, Brazil"
Accademia dei Georgofili,15734,2020-07-23,http://www.georgofili.it,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Via capo di Mondo 78, Firenze, Italy","Via Capo di Mondo, 78 50136 Firenze FI, Italy"
Bibliothèques municipales de Châlons-en-Champagne,89948,2020-07-28,https://bmvr.chalonsenchampagne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"68 rue Léon Bourgeois, 51000, Chalons en Champagne, France","68 rue Léon Bourgeois, 51000, Chalons en Champagne, France"
Vittascience,76953,2020-07-29,https://fr.vittascience.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"96 bis bd Raspail, 75006, Paris, France","96 bis bd Raspail, 75006, Paris, France"
Musée de la faïence et de la céramique,64299,2020-07-29,https://musee-faience.fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"27 rue du 11 Novembre, 72210, La Suze sur Sarthe, France","27 rue du 11 Novembre, 72210, La Suze sur Sarthe, France"
Chetnagiri Biotech,51304,2020-08-12,https://www.chetnagiri.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"House No. 64, Near Samaj Bhawan, Khairlanji, Sakoli, Maharashtra 441802, India","House No. 64, Near Samaj Bhawan, Khairlanji, Sakoli, Maharashtra 441802, India"
Monteverdia Scientific Journal,38307,2020-08-13,https://revistas.reduc.edu.cu/index.php/monteverdia,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Camagüey, Cuba","Camagüey, Cuba"
Editora Kirja,25310,2020-08-18,http://kirjaeditora.mozello.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"R. Francisco W Horta, 105 Serra Negra, São Paulo, Brazil","R. Francisco W Horta, 105 - Bosque das Arapongas Serra Negra - SP, 13930-000, Brazil"
International Journal of Legal Enforcement,73875,2020-08-21,http://www.internationaljournaloflegalenforcement-ijle.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"No. 113, 100 Feet Road, Tharamani, Chennai 600113, Tamil Nadu, India","No. 113, 100 Feet Road, Tharamani, Chennai 600113, Tamil Nadu, India"
Archives départementales des Côtes-d'Armor,34886,2020-08-24,https://archives.cotesdarmor.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"7 rue François Merlet, 22000, Saint-Brieuc, France","7 rue François Merlet, 22000, Saint-Brieuc, France"
Fastlane Education,47883,2020-08-24,https://www.startlab-education.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"9 rue Letellier, 75015, Paris, France","9 rue Letellier, 75015, Paris, France"
Global Research Online,60880,2020-08-24,https://www.globalresearchonline.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bangalore, India","Bangalore, India"
evematringe bl0g,21890,2020-08-24,https://www.evematringe.eu/bl0g,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 rue Bender, L-1229 Luxembourg","4 rue Bender, L-1229 Luxembourg"
Indology,83451,2020-08-26,https://indology.info,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11126 78 Ave NW, Edmonton, AB T6G0M6, Canada","11126 78 Ave NW, Edmonton, AB T6G0M6, Canada"
ITSS,70456,2020-08-27,https://www.itss.paris/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"157 Boulevard Macdonald, 75019, Paris, France","157 Boulevard Macdonald, 75019, Paris, France"
PIVOT POINT,57459,2020-08-31,https://www.pivot-point.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"168 bd des Pas Enchantés, 44230, Saint Sébastien sur Loire, France","168 bd des Pas Enchantés, 44230, Saint Sébastien sur Loire, France"
Renater,44462,2020-09-01,https://www.renater.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"23-25 rue Daviel, 75013, Paris, France","2 Rue Claude Chappe, 35510, Cesson-Sévigné, France"
Musée des Confluences,31466,2020-09-08,https://museedesconfluences.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"86 quai Perrache, 69002, Lyon, France","86 quai Perrache, 69002, Lyon, France"
GAR MATHLIVE,80032,2020-09-08,https://www.mathlive.fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"230 chemin d'Aix, 13880, Velaux, France","230 chemin d'Aix, 13880, Velaux, France"
Specify Collections Consortium,18471,2020-09-08,https://www.specifysoftware.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1345 Jayhawk Boulevard, Lawrence, KS 66045, USA","1345 Jayhawk Boulevard, Lawrence, KS 66045, USA"
Iguaco,67035,2020-09-09,https://www.iguaco.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Gumelenstrasse 13, 8810 Horgen, Switzerland","Gumelenstrasse 13, 8810 Horgen, Switzerland"
Musées de Grasse,54038,2020-09-10,https://www.museesdegrasse.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 boulevard du jeu de Ballon, 06130, Grasse, France","2 boulevard du jeu de Ballon, 06130, Grasse, France"
Archives départementales de l'Essonne,28047,2020-09-11,https://archives.essonne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"38 rue du Commandant Arnoux, 91730, Chamarande, France","38 rue du Commandant Arnoux, 91730, Chamarande, France"
University of Santa Cruz Genomics Institute,41042,2020-09-11,https://cells.ucsc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1156 High St, Genomics Institute, Santa Cruz, CA 95064, USA","1156 High St, Genomics Institute, Santa Cruz, CA 95064, USA"
Archives régionales d'Île-de-France,15393,2020-09-14,http://www.archives-regionales-recherche.iledefrance.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 rue Simone Veil, 93400, Saint-Ouen, France","2 rue Simone Veil, 93400, Saint-Ouen, France"
Loyola University New Orleans,89608,2020-09-16,http://loynosca.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6363 St. Charles Ave., New Orleans, LA 70118, USA","6363 St. Charles Ave., New Orleans, LA 70118, USA"
Leventhal Map & Education Center,76611,2020-09-16,https://www.leventhalmap.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"700 Boylston St, Boston MA 02116, USA","700 Boylston St, Boston MA 02116, USA"
Wildlife Insights,63614,2020-09-18,https://app.wildlifeinsights.org/explore,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2011 Crystal Drive, Suite 600, Arlington VA 22202, USA","2011 Crystal Drive, Suite 600, Arlington VA 22202, USA"
Metadata Research Center at Drexel University,13183,2020-09-21,https://id.cci.drexel.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3675 Market St 10th floor, Philadelphia, PA 19104, USA","3675 Market St 10th floor, Philadelphia, PA 19104, USA"
Réseau des bibliothèques de Rouen,50618,2020-09-22,https://rnbi.rouen.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"42 rue Henri II-Plantagenêt, 76100, Rouen, France","42 rue Henri II-Plantagenêt, 76100, Rouen, France"
Archives municipales de Tours,37623,2020-09-23,https://www.tours.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1-3 rue des Minimes, 37926 Tours cedex 9, France","1-3 rue des Minimes, 37000, Tours, France"
Hello Charly,24969,2020-09-25,https://hello-charly.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"128 rue la Boetie, Paris, 75008, France","128 rue la Boetie, Paris, 75008, France"
EPCC Narbo Via,11974,2020-10-07,https://www.narbovia.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"50 avenue de Gruissan, 11100, Narbonne, France","50 avenue de Gruissan, 11100, Narbonne, France"
DePauw University Archives,86187,2020-10-19,https://www.depauw.edu/libraries/about/librarylocations/archives/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 East Larrabee Street, Greencastle, IN 46135, USA","Greencastle, IN 46135, USA"
Editura Servo-sat,73190,2020-10-22,https://www.servo-sat.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"DJ707A 43, Caprioara, 317271, Romania","DJ707A 43, Caprioara, 317271, Romania"
Universidad Autónoma del Estado de México,60194,2020-10-27,https://hemeroteca.uaemex.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ciudad Universitaria s/n, Cerro de Coatepec, Toluca, Estado de México","Calle Cerro de Coatepec Universitaria, 50130 Toluca de Lerdo, Méx., México"
New Literaria,47199,2020-10-30,https://www.newliteraria.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 Raja Bazar Main Road, Midnapore, West Bengal 721101, India","2 Raja Bazar Main Road, Midnapore, West Bengal 721101, India"
Signpost BV,34545,2020-11-05,http://signpostbv.nl/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Wolfsakker 5A, 9160 Lokeren, Belgium","Wolfsakker 5A, 9160 Lokeren, Belgium"
Département de Maine-et-Loire,21550,2020-11-09,https://www.maine-et-loire.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"48 bis boulevard Foch 49941 Angers cedex 9, France","48 bis boulevard Foch, 49100, Angers, France"
Archives municipales de Marseille,82766,2020-11-09,https://marseille.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"10 rue Clovis-Hugues, 13003, Marseille, France","10 rue Clovis-Hugues, 13003, Marseille, France"
Archives départementales de la Guadeloupe,69770,2020-11-09,http://www.archivesguadeloupe.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"BP 74 97102 Basse-Terre cédex, Guadeloupe","97113, Gourbeyre, Guadeloupe"
Fondation de Coubertin,56775,2020-11-12,http://www.coubertin.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Domaine de Coubertin, 78470, Saint-Rémy-lès-Chevreuse, France","Domaine de Coubertin, 78470, Saint-Rémy-lès-Chevreuse, France"
IJbox,44121,2020-11-16,https://www.ijbox.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"101 quai Branly, 75740, Paris cedex 15, France","101 quai Branly, 75015, Paris, France"
Musee museum departemental des hautes-Alpes,31126,2020-11-17,https://museum.hautes-alpes.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6 avenue Maréchal Foch, 05000, Gap, France","6 avenue Maréchal Foch, 05000, Gap, France"
Kasmera,18129,2020-11-22,https://produccioncientificaluz.org/index.php/kasmera/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"68 Avenida 20, Maracaibo, Venezuela","68 Avenida 20 Maracaibo 4005, Zulia, Venezuela"
Archives départementales des Alpes-Maritimes,79346,2020-11-25,https://www.departement06.fr/departement-des-alpes-maritimes-3.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Centre administratif departemental - BP 3007, 06206 Nice Cedex 3, France","147 boulevard du Mercantour, 06206, Nice, France"
The June L. Mazer Lesbian Archives,66351,2020-11-29,https://www.mazerlesbianarchives.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"626 N. Robertson Blvd. West Hollywood, CA 90069, USA","626 N. Robertson Blvd. West Hollywood, CA 90069, USA"
Curtin University,53697,2020-11-29,https://curtin.edu.au,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Kent St, Curtin University, Bentley, WA 6102, Australia","Kent St, Bentley WA 6102, Australia"
Vocable,40702,2020-11-30,https://www.vocable.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"56 rue Fondary, 75015, Paris, France","56 rue Fondary, 75015, Paris, France"
Bibliothèques de Bordeaux,27705,2020-12-03,https://bibliotheque.bordeaux.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"85 cours du Maréchal Juin, 33000 Bordeaux, France","85 cours du Maréchal Juin, 33000 Bordeaux, France"
Bibliothèques de Laval,14708,2020-12-05,https://biblio.laval.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1555 Boulevard Chomedey, Laval, QC H7V 3Z1, Canada","325, boulevard Cartier Ouest Laval (Québec) H7N 2J5, Canada"
Densho,88922,2020-12-14,https://identifiers.densho.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1416 S. Jackson St, Seattle, WA 98144, USA","1416 S. Jackson St, Seattle, WA 98144, USA"
"The National Gallery, London",75927,2020-12-14,https://data.ng-london.org.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"The National Gallery, Trafalgar Square, London, WC2N 5DN, UK","Trafalgar Square, Charing Cross, London WC2N 5DN, UK"
Wildlife Conservation Society Library and Archives,63273,2020-12-16,https://library.wcs.org/Archives.aspx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2300 Southern Boulevard, Bronx, NY 10460, USA","2300 Southern Boulevard, Bronx, NY 10460, USA"
Archives départementales de Seine-Maritime,50278,2020-12-18,http://www.archivesdepartementales76.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 Quai jean Moulin, 76001, Rouen, France","42 Rue Henri II Plantagenêt, 76100, Rouen, France"
Musée Fabre,11288,2020-12-23,https://museefabre.montpellier3m.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"13, rue Montpelliéret, 34000 Montpellier, France","39 Boulevard Bonne Nouvelle, 34000, Montpellier, France"
"Institute of Information Science, Academia Sinica, Taiwan",37281,2020-12-23,https://pid.depositar.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"No. 128, Section 2, Nangang District, Taipei City 115, Taiwan","No. 128, Section 2, Nangang Road, Nangang District Taipei City, Taïwan 115"
Center for Adventist Research,24284,2020-12-23,https://www.centerforadventistresearch.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4190 Administration Drive, Berrien Springs, MI 49103, USA","4190 Administration Drive, Berrien Springs, MI 49103, USA"
Niagara Falls Public Library,85503,2021-01-05,https://nflh.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1425 Main St Niagara Falls, NY 14305, USA","1425 Main St Niagara Falls, NY 14305, USA"
Musée national d'histoire et d'art Luxembourg,72849,2021-01-11,https://collections.mnha.lu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Marché-aux-Poissons, 2345, Luxembourg, Luxembourg","Marché-aux-Poissons, 2345, Luxembourg, Luxembourg"
Musée des Tissus,59854,2021-01-13,https://www.museedestissus.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"34 rue de la Charité, 69002, Lyon, France","34 rue de la Charité, 69002, Lyon, France"
