Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
Glose,24627,2019-06-11,https://glose.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"53, rue du Rocher, 75008, Paris, France","53, rue du Rocher, 75008, Paris, France"
PlayBac Presse,87911,2019-06-19,https://digital.playbacpresse.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"14 BIS rue des minimes, 75003, Paris, France","14 BIS rue des minimes, 75003, Paris, France"
Infotel SA,11630,2019-06-27,https://infotel.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"36 Avenue du Général de Gaulle, 93175, Bagnolet, France","36 Avenue du Général de Gaulle, 93175, Bagnolet, France"
BRIEF.ME SAS,47198,2019-07-16,https://brief.me,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"14 rue de Thionville, 75019, Paris, France","14 rue de Thionville, 75019, Paris, France"
Archives Nice Côte d'Azur,82424,2019-08-13,https://archives.nicecotedazur.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"7 Avenue de Fabron, 06200, Nice, France","7 Avenue de Fabron, 06200, Nice, France"
Musée du Louvre,53355,2019-09-23,https://collections.louvre.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"34 quai Francois Mitterrand, 75001, Paris, France","34 quai Francois Mitterrand, 75001, Paris, France"
Campus Condorcet - GED,40358,2019-09-27,https://www.campus-condorcet.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8 cours des Humanités, 93322, Aubervilliers Cedex, France","8 Cours des Humanités, 93300, Aubervilliers, France"
Archives Diplomatiques du Ministère Des Affaires Etrangères,14366,2019-10-03,https://www.diplomatie.gouv.fr/fr/archives-diplomatiques/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 Rue Suzanne Masson, 93126, La Courneuve CEDEX, France","3 Rue Suzanne Masson, 93120, La Courneuve, France"
Médiathèque intercommunale de Saint-Dié-des-Vosges,62931,2019-10-07,https://www.ca-saintdie.fr/decouvrir/mediatheques/accueil-mediatheque,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11, rue Saint-Charles, 88100, Saint-Dié-des-Vosges, France","11, rue Saint-Charles, 88100, Saint-Dié-des-Vosges, France"
JEULIN,36938,2019-10-11,https://www.jeulin.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"468 rue Jacques-Monod, CS 21900, 27019 Evreux Cedex, France","468 rue Jacques Monod, 27000, Evreux, France"
Collège de France,72507,2019-10-22,https://salamandre.college-de-france.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 place de Marcelin Berthelot, 75005, Paris, France","11 place de Marcelin Berthelot, 75005, Paris, France"
Etablissement publique des musées d'Orsay et de l'Orangerie,59510,2019-10-22,https://www.musee-orsay.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"62 rue de Lille, Paris 07, 75343, France","62 rue de Lille, 75007, Paris, France"
DRAC Grand Est,46514,2019-10-22,https://www.culture.gouv.fr/Regions/Drac-Grand-Est,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 Place de la République, 67082 Strasbourg cedex, France","Palais du Rhin, 2 Place de la République, 67000, Strasbourg, France"
TestWe,10947,2019-10-22,https://testwe.eu,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"40 rue Desaix, 75015, Paris, France","40 rue Desaix, 75015, Paris, France"
Musée departemental de la Céramique à Lezoux,38648,2019-10-30,https://musee-ceramique.puy-de-dome.fr/accueil.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Hôtel du Département, 24 rue Saint-Esprit, 63033 Clermond-Ferrand Cedex 1, France","39 rue de la République, 63190, Lezoux, France"
Département du Nord,33518,2019-11-05,https://archivesdepartementales.lenord.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"22 rue saint Bernard, 59000, Lille, France","22 rue saint Bernard, 59000, Lille, France"
Centre national de la danse,82083,2019-11-14,https://cnd.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 rue Victor Hugo, 93507, Pantin, France","1 rue Victor Hugo, 93507, Pantin, France"
Institut d'Histoire des Représentations et des Idées dans les Modernités - UMR 5317,43094,2019-11-18,http://ihrim.ens-lyon.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"ENS de Lyon 15 parvis René Descartes, BP 7000, 69342 Lyon Cedex 07, France","237 Avenue Jean Jaurès, 69007, Lyon, France"
Commissariat à l'énergie atomique et aux énergies alternatives,30099,2019-11-22,https://www.cea.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"25 rue Leblanc, 75015, Paris, France","25 rue Leblanc, 75015, Paris, France"
Fondation Le Corbusier,52670,2019-12-03,http://www.fondationlecorbusier.fr/corbuweb/default.aspx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8-10 square du Docteur Blanche, 75016, Paris, France","8-10 square du Docteur Blanche, 75016, Paris, France"
Ville de Bourg-en-Bresse,39675,2019-12-04,https://culture.bourgenbresse.fr ,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place de l'Hôtel de Ville, 01012, Bourg-en-Bresse, France","Place de l'Hôtel de Ville, 01012, Bourg-en-Bresse, France"
BILKETA,27020,2019-12-05,http://www.bilketa.eus,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Médiathèque de Bayonne, 10 rue des Gouverneurs, 64100, Bayonne, France","Médiathèque de Bayonne, 10 rue des Gouverneurs, 64100, Bayonne, France"
Médiathèque de Rueil-Malmaison,75242,2019-12-13,https://www.mediatheque-rueilmalmaison.fr/-Catalogues-,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"15-21 Boulevard Foch, 92500, Rueil-Malmaison, France","15-21 Boulevard Foch, 92500, Rueil-Malmaison, France"
Treenaut,14025,2019-12-13,https://www.treenaut.com ,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1110 Chemin des Platrieres, 13090, Aix-en-Provence, France","1110 Chemin des Platrieres, 13090, Aix-en-Provence, France"
Maison des Sciences de l'Homme de Dijon,62246,2019-12-16,http://pandor.u-bourgogne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6 Esplanade Erasme, 21066, Dijon, France","6 Esplanade Erasme, 21066, Dijon, France"
Bibliothèque et Médiathèques de Grasse,36596,2019-12-31,https://www.mediatheques.grasse.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Villa Saint-Hilaire,1 impasse E. Boursier-Mougenot (ex Bd A. Maure), 06130 Grasse, France","Boulevard Antoine Maure, 06130, Grasse, France"
Musée de l'École de Nancy,58827,2020-01-29,https://musee-ecole-de-nancy.nancy.fr/accueil-2676.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"36-38 rue du Sergent Blandan, 54000, Nancy, France","36-38 rue du Sergent Blandan, 54000, Nancy, France"
Archives municipales de Nancy,46172,2020-02-07,http://archives.nancy.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3, rue Henri-Bazin, 54000, Nancy, France","3, rue Henri-Bazin, 54000, Nancy, France"
Archives départementales de Vaucluse,20180,2020-02-11,https://archives.vaucluse.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place du Palais, 84000, Avignon, France","Place du Palais, 84000, Avignon, France"
IM France - Sondo,33177,2020-02-11,https://sondo.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"106 route de Gachet, 44300, Nantes, France","106 route de Gachet, 44300, Nantes, France"
Imprimerie nationale,55748,2020-02-24,https://www.ingroupe.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"104 avenue du Président Kennedy, 75016, Paris, France","104 avenue du Président Kennedy, 75016, Paris, France"
Magnard Vuibert Delagrave  ,51644,2020-03-05,https://magnard.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"5 Allée de la 2ème Division Blindée, 75015, Paris, France","75015 Paris, France"
GlobalExam,16760,2020-03-09,https://global-exam.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"38 rue de Ponthieu, 75008, Paris, France","38 rue de Ponthieu, 75008, Paris, France"
Bibliothèque municipale de Versailles,87556,2020-04-14,https://bibliotheque.versailles.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"5, rue de l'Indépendance américaine, 78000, Versailles, France","5, rue de l'Indépendance américaine, 78000, Versailles, France"
Archives d'Auxerre,74901,2020-04-14,https://archives.auxerre.fr/n/documents-en-ligne/n:99,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"14 place de l'Hôtel de ville, 89000, Auxerre, France","14 place de l'Hôtel de ville, 89000, Auxerre, France"
Cyberlibris SA,71482,2020-04-30,https://www.cyberlibris.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6 Place de La Madeleine, 75008, Paris, France","6 Place de La Madeleine, 75008, Paris, France"
IDIOM Entertainment SAS,58485,2020-05-06,https://www.streamglish.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 rue de Longpont, 92200, Neuilly-sur-seine, France","1 rue de Longpont, 92200, Neuilly-sur-seine, France"
Archives municipales de Chambéry,55064,2020-06-03,https://www.chambery.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Hôtel de ville, BP 11105, 73011 Chambéry cedex, France","Place de l'Hôtel de ville, 73011, Chambéry, France"
Archives municipales et métropolitaines de Grenoble,42068,2020-06-03,https://archives.grenoblealpesmetropole.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 rue Malakoff, 38000, Grenoble, France","3 rue Malakoff, 38000, Grenoble, France"
wweeddoo,77637,2020-06-04,https://wweeddoo.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"38 rue Paul Bert, 92100, Boulogne-Billancourt, France","38 rue Paul Bert, 92100, Boulogne-Billancourt, France"
La Touche Musicale,29073,2020-06-04,https://latouchemusicale.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"32 boulevard du Port, 95000, Cergy, France","32 boulevard du Port, 95000, Cergy, France"
Cood,16419,2020-06-04,https://www.cood.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"23 rue Antigna, 45000, Orléans, France","23 rue Antigna, 45000, Orléans, France"
"CEPAM, UMR7264",25995,2020-06-11,https://www.cepam.cnrs.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"24 avenue des diables-bleus, 06300, Nice, France","24 avenue des diables-bleus, 06300, Nice, France"
ICONADOR  ,87212,2020-06-15,https://www.texteimage.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"20 place des vosges, 75004, Paris, France","20 place des vosges, 75004, Paris, France"
Centre culturel irlandais,74216,2020-06-23,https://archives.centreculturelirlandais.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"5, rue des Irlandais 75005, Paris, France","5, rue des Irlandais 75005, Paris, France"
hilbRt,35571,2020-06-25,https://hilbrt.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"115 Boulevard de Cessole, 06100, Nice, France","115 Boulevard de Cessole, 06100, Nice, France"
Service archives de Grand Chambéry,22576,2020-06-26,https://www.grandchambery.fr/908-service-archives-de-chambery-metropole.htm,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"106 allée des Blachères, 73026 Chambéry cedex, France","106 Allée des Blachères, 73000, Chambéry, France"
Musée Mathurin Méheut,67377,2020-07-20,http://www.musee-meheut.fr/fr/accueil/bienvenue-musee-meheut-exposition-actualites.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place du Martray, 22400, Lamballe, France","Place du Martray, 22400, Lamballe, France"
Bibliothèques municipales de Châlons-en-Champagne,89948,2020-07-28,https://bmvr.chalonsenchampagne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"68 rue Léon Bourgeois, 51000, Chalons en Champagne, France","68 rue Léon Bourgeois, 51000, Chalons en Champagne, France"
Vittascience,76953,2020-07-29,https://fr.vittascience.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"96 bis bd Raspail, 75006, Paris, France","96 bis bd Raspail, 75006, Paris, France"
Musée de la faïence et de la céramique,64299,2020-07-29,https://musee-faience.fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"27 rue du 11 Novembre, 72210, La Suze sur Sarthe, France","27 rue du 11 Novembre, 72210, La Suze sur Sarthe, France"
Archives départementales des Côtes-d'Armor,34886,2020-08-24,https://archives.cotesdarmor.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"7 rue François Merlet, 22000, Saint-Brieuc, France","7 rue François Merlet, 22000, Saint-Brieuc, France"
Fastlane Education,47883,2020-08-24,https://www.startlab-education.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"9 rue Letellier, 75015, Paris, France","9 rue Letellier, 75015, Paris, France"
ITSS,70456,2020-08-27,https://www.itss.paris/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"157 Boulevard Macdonald, 75019, Paris, France","157 Boulevard Macdonald, 75019, Paris, France"
PIVOT POINT,57459,2020-08-31,https://www.pivot-point.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"168 bd des Pas Enchantés, 44230, Saint Sébastien sur Loire, France","168 bd des Pas Enchantés, 44230, Saint Sébastien sur Loire, France"
Renater,44462,2020-09-01,https://www.renater.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"23-25 rue Daviel, 75013, Paris, France","2 Rue Claude Chappe, 35510, Cesson-Sévigné, France"
Musée des Confluences,31466,2020-09-08,https://museedesconfluences.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"86 quai Perrache, 69002, Lyon, France","86 quai Perrache, 69002, Lyon, France"
GAR MATHLIVE,80032,2020-09-08,https://www.mathlive.fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"230 chemin d'Aix, 13880, Velaux, France","230 chemin d'Aix, 13880, Velaux, France"
Musées de Grasse,54038,2020-09-10,https://www.museesdegrasse.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 boulevard du jeu de Ballon, 06130, Grasse, France","2 boulevard du jeu de Ballon, 06130, Grasse, France"
Archives départementales de l'Essonne,28047,2020-09-11,https://archives.essonne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"38 rue du Commandant Arnoux, 91730, Chamarande, France","38 rue du Commandant Arnoux, 91730, Chamarande, France"
Archives régionales d'Île-de-France,15393,2020-09-14,http://www.archives-regionales-recherche.iledefrance.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 rue Simone Veil, 93400, Saint-Ouen, France","2 rue Simone Veil, 93400, Saint-Ouen, France"
Réseau des bibliothèques de Rouen,50618,2020-09-22,https://rnbi.rouen.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"42 rue Henri II-Plantagenêt, 76100, Rouen, France","42 rue Henri II-Plantagenêt, 76100, Rouen, France"
Archives municipales de Tours,37623,2020-09-23,https://www.tours.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1-3 rue des Minimes, 37926 Tours cedex 9, France","1-3 rue des Minimes, 37000, Tours, France"
Hello Charly,24969,2020-09-25,https://hello-charly.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"128 rue la Boetie, Paris, 75008, France","128 rue la Boetie, Paris, 75008, France"
EPCC Narbo Via,11974,2020-10-07,https://www.narbovia.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"50 avenue de Gruissan, 11100, Narbonne, France","50 avenue de Gruissan, 11100, Narbonne, France"
Département de Maine-et-Loire,21550,2020-11-09,https://www.maine-et-loire.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"48 bis boulevard Foch 49941 Angers cedex 9, France","48 bis boulevard Foch, 49100, Angers, France"
Archives municipales de Marseille,82766,2020-11-09,https://marseille.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"10 rue Clovis-Hugues, 13003, Marseille, France","10 rue Clovis-Hugues, 13003, Marseille, France"
Archives départementales de la Guadeloupe,69770,2020-11-09,http://www.archivesguadeloupe.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"BP 74 97102 Basse-Terre cédex, Guadeloupe","97113, Gourbeyre, Guadeloupe"
Fondation de Coubertin,56775,2020-11-12,http://www.coubertin.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Domaine de Coubertin, 78470, Saint-Rémy-lès-Chevreuse, France","Domaine de Coubertin, 78470, Saint-Rémy-lès-Chevreuse, France"
IJbox,44121,2020-11-16,https://www.ijbox.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"101 quai Branly, 75740, Paris cedex 15, France","101 quai Branly, 75015, Paris, France"
Musee museum departemental des hautes-Alpes,31126,2020-11-17,https://museum.hautes-alpes.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6 avenue Maréchal Foch, 05000, Gap, France","6 avenue Maréchal Foch, 05000, Gap, France"
Archives départementales des Alpes-Maritimes,79346,2020-11-25,https://www.departement06.fr/departement-des-alpes-maritimes-3.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Centre administratif departemental - BP 3007, 06206 Nice Cedex 3, France","147 boulevard du Mercantour, 06206, Nice, France"
Vocable,40702,2020-11-30,https://www.vocable.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"56 rue Fondary, 75015, Paris, France","56 rue Fondary, 75015, Paris, France"
Bibliothèques de Bordeaux,27705,2020-12-03,https://bibliotheque.bordeaux.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"85 cours du Maréchal Juin, 33000 Bordeaux, France","85 cours du Maréchal Juin, 33000 Bordeaux, France"
Archives départementales de Seine-Maritime,50278,2020-12-18,http://www.archivesdepartementales76.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 Quai jean Moulin, 76001, Rouen, France","42 Rue Henri II Plantagenêt, 76100, Rouen, France"
Musée Fabre,11288,2020-12-23,https://museefabre.montpellier3m.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"13, rue Montpelliéret, 34000 Montpellier, France","39 Boulevard Bonne Nouvelle, 34000, Montpellier, France"
Musée des Tissus,59854,2021-01-13,https://www.museedestissus.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"34 rue de la Charité, 69002, Lyon, France","34 rue de la Charité, 69002, Lyon, France"
Short Edition,46857,2021-01-14,https://short-edition.com/fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 rue Ampère, bat A, 38000, Grenoble, France","12 rue Ampère, bat A, 38000, Grenoble, France"
LearnEnjoy,20864,2021-01-19,https://www.learnenjoy.com/site/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"25 villa de l'Ermitage, 78000, Versailles, France","25 villa de l'Ermitage, 78000, Versailles, France"
Editions Epicure,69430,2021-01-21,https://editions-epicure.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Le bourg, 16480, Saint-Laurent-des-Combes, France","19 Chemin des Collettes, 06800, Cagnes-sur-Mer, France"
Banque de France,56433,2021-01-21,https://www.banque-france.fr/la-banque-de-france/histoire/archives-historiques,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"31 rue Croix des Petits-Champs 75049 Paris cedex 01, France","31 rue Croix des Petits-Champs, 75001, Paris, France"
Archives départementales de la Haute-Marne,81058,2021-01-27,https://haute-marne.fr/culture/archives-departementales/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Rue du Lycée Agricole, 52000, Chamarandes-Choignes, France","1 Rue du Lycée Agricole, 52000, Chamarandes-Choignes, France"
IRAI,17445,2021-01-27,https://www.iraifrance.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"17 avenue du 19 mars 1962, 30110, La Grand Combe, France","17 avenue du 19 mars 1962, 30110, La Grand Combe, France"
Département des Hautes-Alpes,79006,2021-01-28,https://www.hautes-alpes.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place Saint Arnoux, FR-05000 GAP Hautes-Alpes PACA, France","Place Saint-Arnoux, 05000, Gap , France"
Muséum d'histoire naturelle de Nantes Métropole,66009,2021-02-01,https://museum.nantesmetropole.fr/home.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 rue Voltaire, 44000, Nantes, France","12 rue Voltaire, 44000, Nantes, France"
Alès Agglomération Musées,14367,2021-02-04,https://www.ales.fr/sortir-bouger/musees/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bâtiment ATOME, 2 rue Michelet, 30105 Alès Cédex, France","52 montée des lauriers, 30100, Alès, France"
Musée de la Renaissance - Château d'Écouen,36597,2021-02-24,https://musee-renaissance.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Château D'Écouen, 95440, Écouen, France","Château D'Écouen, 95440, Écouen, France"
Maison Asie-Pacifique,85161,2021-03-03,http://www.maison-asie-pacifique.fr/#sthash.vVq73lig.dpbs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Maison Asie Pacifique, Aix-Marseille Université, 3, place Victor Hugo 13331 Marseille Cedex 3, France","3 Place Victor Hugo, 13003, Marseille, France"
Fondation Cartier pour l'art contemporain,59168,2021-03-08,https://www.fondationcartier.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"261 boulevard Raspail, 75014, Paris, France","261 boulevard Raspail, 75014, Paris, France"
