who,what,when,where,how_nfp,how_nr,how_op,how_cc,how_year,how_policy,why,contact (surname),contact (firstname),contact (current only),Provider (surname),Provider (firstname),Provider (mail),address (postal),address (location)
Industry Documents Library,88122,2019-04-15,https://www.industrydocuments.ucsf.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA"
Revista Elektron,76268,2019-04-25,http://elektron.fi.uba.ar/index.php/elektron,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Paseo Colón 850, 1er piso, C1063ACV, Buenos Aires, Argentina","850, 1er piso, C1063ACV, Buenos Aires, Argentina"
MediaLibraryOnLine,63272,2019-04-30,https://medialibrary.it,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"via Cignani, 66, 40128 Bologna, Italy","Via Carlo Cignani, 66 40128 Bologna BO, Italy"
Journal of Geophysics,88439,2019-05-10,https://geophysicsjournal.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3501 Jack Northrop Ave, Hawthorne, CA 90250, USA","3501 Jack Northrop Ave, Hawthorne, CA 90250, USA"
UCSF Archives & Special Collections,81983,2019-05-16,https://www.library.ucsf.edu/archives,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA"
Sonoma County Library,37622,2019-05-22,https://sonomalibrary.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6135 State Farm Drive, Rohnert Park, CA 94928, USA","6135 State Farm Drive, Rohnert Park, CA 94928, USA"
National Registry of Exonerations,88112,2019-06-27,https://www.law.umich.edu/special/exoneration,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"3385 Social Ecology 2, University of California Irvine, Irvine, CA 92697-7080, USA","Social Ecology II Irvine, CA 92617, USA"
Journal of Rawalpindi Medical College,72848,2019-07-01,https://journalrmc.com/index.php/JRMC,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rawalpindi Medical University, Tipu Road, Rawalpindi, Pakistan","Tipu Rd, Chamanzar Colony, Rawalpindi, Punjab 46000, Pakistan"
UCI Library Digital Assets,81235,2019-07-01,https://www.lib.uci.edu/digital-collections,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"University Library, UC Irvine, Irvine, CA 92623, USA","University Library, UC Irvine, Irvine, CA 92623, USA"
EXARC,88735,2019-07-03,https://exarc.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Aloelaan 40A, 2316 XT Leiden, the Netherlands","Aloelaan 40A, 2316 XT Leiden, the Netherlands"
University of Virginia,59853,2019-07-10,http://uvaark.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1826 University Ave, Charlottesville, VA 22904, USA","1826 University Ave, Charlottesville, VA 22903, USA"
Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines,81974,2019-07-15,http://www.ciipme-conicet.gov.ar/ojs/index.php?journal=interdisciplinaria,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"J. D. Perón 2158, Buenos Aires, Argentina","Pres. Tte. Gral. Juan Domingo Perón 2158 C1040 AAH, Buenos Aires, Argentina"
Calamus - SAEMED,34203,2019-08-08,http://calamus.saemed.org/index.php/calamus,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenida Varela 229, 1406 CABA, Argentina","Av. Varela 229 C1406 EKE, Buenos Aires, Argentina"
17beta,21206,2019-08-12,https://17beta.top,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,https://17beta.top/en/identifiers,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenida Principal #5120B, Mexico City, Mexico","Avenida Principal #5120B, Mexico City, Mexico"
Canadian Research Knowledge Network,69429,2019-08-17,https://www.canadiana.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"411 - 11 Holland Avenue, Ottawa, ON K1Y 4S1 Canada","11 Holland Ave #411 Ottawa, ON K1Y 4S1, Canada"
Hyper Hyper Space,43779,2019-08-21,https://hyperhyperspace.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"El Pomelito, Suipacha, Buenos Aires, Argentina","Suipacha, Buenos Aires, Argentina"
Archives de la Ville de Genève,30782,2019-09-16,https://www.geneve.ch/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Rue de la Croix-Rouge 4, 1204 Genève, Suisse","Rue de la Croix-Rouge 4, 1204 Genève, Suisse"
Bibliothèque de Genève,17786,2019-09-16,http://institutions.ville-geneve.ch/fr/bge,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Prom. des Bastions 1, 1205 Genève, Suisse","Prom. des Bastions 1, 1205 Genève, Suisse"
Institut et Musée Voltaire,79005,2019-09-16,http://institutions.ville-geneve.ch/fr/bge/services/salles-detude/musee-voltaire/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Rue des Délices 25, 1203 Genève, Suisse","Rue des Délices 25, 1203 Genève, Suisse"
Musée d'histoire des Sciences,66350,2019-09-16,http://institutions.ville-geneve.ch/fr/mhn/votre-visite/site-du-musee-dhistoire-des-sciences,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1, route de Malagnou 1208 Genève, Suisse","1, route de Malagnou 1208 Genève, Suisse"
Cold Spring Harbor Laboratory,27362,2019-10-01,https://www.cshl.edu/cshl-library/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"One Bungtown Road, Cold Spring Harbor, NY 11724, USA","One Bungtown Road, Cold Spring Harbor, NY 11724, USA"
Biblioteca Digital de la Universidad Nacional de Cuyo,75926,2019-10-04,https://bdigital.uncu.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. San Martín 1843, M5500 Mendoza, Argentina","Av. San Martín 1843, M5500 Mendoza, Argentina"
Arqueologia Iberoamericana,49934,2019-10-07,http://www.laiesken.net/arqueologia,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Dr. Fleming 6, 50750 Pina de Ebro, Zaragoza, Spain","Calle Dr. Fleming, 6 50750 Pina de Ebro, Zaragoza, Spain"
EarthCube,23942,2019-10-16,https://earthcube.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"10100 Hopkins Dr, La Jolla, CA 92093, USA","10100 Hopkins Dr San Diego, CA 92121, USA"
Shaukat Khanum Memorial Cancer Hospital and Research Centre,20523,2019-11-12,https://journals.sfu.ca/jcas/index.php/jcas/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Block R3, Johar Town, Lahore, Punjab, Pakistan","Johar Town, Lahore, Punjab, Pakistan"
St Giles' Cathedral,69086,2019-11-15,https://stgilescathedral.org.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"High St, Edinburgh EH1 1RE, United Kingdom","High St, Edinburgh EH1 1RE, United Kingdom"
University of Notre Dame Hesburgh Libraries,56090,2019-11-15,https://library.nd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"500 St Joseph Dr, Notre Dame, IN 46556, USA","500 St Joseph Dr, Notre Dame, IN 46556, USA"
TECHNES,17444,2019-11-22,https://technes.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3150 Jean-Brillant St, Montreal (QC) H3T 1N8, Canada","3150 Jean-Brillant St, Montreal (QC) H3T 1N8, Canada"
Environmental System Science Data Infrastructure for a Virtual Ecosystem,78662,2019-11-22,https://ess-dive.lbl.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,contact@email.com,"2 Cyclotron Road, Berkeley, CA 94720, USA","2 Cyclotron Road, Berkeley, CA 94720, USA"
Biblioteca Estense Universitaria di Modena,65666,2019-11-29,https://www.gallerie-estensi.beniculturali.it/biblioteca-estense-universitaria/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Largo Porta Sant'Agostino, 337, 41121 Modena MO, Italy","Largo Porta Sant'Agostino, 337, 41121 Modena MO, Italy"
Library of the University of Amsterdam,88238,2019-12-13,https://pid.uba.uva.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Singel 425, 1012 WP Amsterdam, The Netherlands","Singel 425, 1012 WP Amsterdam, The Netherlands"
Universidad Católica de Salta,49251,2019-12-16,https://ucasal.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av Luis Agote 1, A4400 Salta, Argentina","Av Luis Agote 1, A4400 Salta, Argentina"
Repositorio Institucional UNNOBA,23601,2019-12-31,https://repositorio.unnoba.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Sarmiento 1169, Junín, Buenos Aires, Argentina","Sarmiento 1169, Junín, Buenos Aires, Argentina"
Editorial Universitaria Villa María,10604,2020-01-03,https://www.eduvim.com.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Chile 255, X5900JKE Villa María, Córdoba, Argentina","Chile 255, X5900JKE Villa María, Córdoba, Argentina"
IndraStra Global,84818,2020-01-05,https://igi.indrastra.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"162 W, 72nd Street, NY 10023, USA","162 W, 72nd Street, NY 10023, USA"
Sociedad Argentina de Estudios Lingüísticos,71822,2020-01-28,http://www.sael.com.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"25 de Mayo 217, Ciudad de Buenos Aires, Argentina","25 de Mayo 217 C1002 ABE, Buenos Aires, Argentina"
Servicio Meteorológico Nacional Argentina,81398,2020-02-14,http://repositorio.smn.gob.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Acevedo,Melisa,melisacevedo@gmail.com,"Av. Dorrego 4019, C1425 CABA, Argentina","Av. Dorrego 4019, C1425 CABA, Argentina"
Argentinian journal of respiratory and physical therapy,68403,2020-02-18,https://www.ajrpt.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4708 Sanabria, CABA, C1409BOB, Argentina","Sanabria 4708 C1419 BOB, Buenos Aires, Argentina"
Virginia Commonwealth University Libraries,42753,2020-03-04,https://library.vcu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"901 Park Ave, Richmond, VA 23284, USA","901 Park Ave, Richmond, VA 23284, USA"
Revista Argentina de Terapia Intensiva,29756,2020-03-05,http://revista.sati.org.ar/index.php/MI,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,revistarati@gmail.com,"Av. Coronel Niceto Vega 4615, Buenos Aires, Argentina","Av. Cnel. Niceto Vega 4615 C1414BEA CABA, Argentina"
US Naval War College,38649,2020-03-05,https://usnwcarchives.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"686 Cushing Rd, Newport, RI","686 Cushing Rd Newport, RI 02841, USA"
Research in Orthopedic Computer Science,77979,2020-03-12,https://rocs.balgrist.ch,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Forchstrasse 340, 8008 Zurich, Switzerland","Forchstrasse 340, 8008 Zurich, Switzerland"
Stadtarchiv Gmünd in Kärnten,65325,2020-03-20,https://www.stadtgmuend.at/de/stadt-gmund/stadtarchiv.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Kirchgasse 51, 9853 Gmünd in Kärnten, Austria","Kirchgasse 51, 9853 Gmünd in Kärnten, Austria"
"Hekman Library, Calvin University",52330,2020-03-20,https://library.calvin.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1855 Knollcrest Cir SE, Grand Rapids, MI 49546 USA","1855 Knollcrest Circle Southeast Grand Rapids, MI 49546, USA"
North Carolina Gazetteer,39333,2020-03-23,https://ncgazetteer.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"216 Lenoir Dr, Chapel Hill, NC 27599, USA","216 Lenoir Dr, Chapel Hill, NC 27599, USA"
Lichtspiel / Kinemathek Bern,26336,2020-03-26,https://lichtspiel.ch,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Sandrainstrasse 3, 3007 Bern, Switzerland","Sandrainstrasse 3, 3007 Bern, Switzerland"
UCSD Library Digital Media Lab,13340,2020-04-01,https://library.ucsd.edu/computing-and-technology/digital-media-lab,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr #175R Atkinson Hall, La Jolla, CA 92093, USA","9500 Gilman Dr #175R Atkinson Hall, La Jolla, CA 92093, USA"
Open Science LLC,61906,2020-04-20,https://www.openscience.uz/index.php/sciedu,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"35/37 A. Navoiy Road, Kokand, Uzbekistan","35/37 A. Navoiy Road, Kokand, Uzbekistan"
Journal of basic and applied research in biomedicine,48909,2020-04-20,https://www.jbarbiomed.com/index.php/home,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rue de la corniche, Moroni, Comoros","Rue de la corniche, Moroni, Comoros"
Seismic Interpretation Institute,35912,2020-04-24,https://www.seismicinterpretation.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"25531 Buffalo Springs Court, Spring, TX 77373, USA","25531 Buffalo Springs Court, Spring, TX 77373, USA"
West Virginia University,22916,2020-04-26,https://library.wvu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1549 University Ave Morgantown, WV 26506, USA","1549 University Ave Morgantown, WV 26506, USA"
UNIÓN - Revista Iberoamericana de Educación Matemática,84477,2020-04-28,http://www.fisem.org/www/index.php,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Hermanos Carvajal, 5 23740 Andújar, Spain","Calle Hermanos Carvajal, 5 23740 Andújar, Jaén, Spain"
"Coherent Digital, LLC",45488,2020-05-06,https://cid.coherentdigital.net,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"623 S. Fairfax St, Alexandria, VA 22314, USA","623 S. Fairfax St, Alexandria, VA 22314, USA"
Puzzilla,32492,2020-05-13,http://puzzilla.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"440 Windsor Way, Kaysville, UT 84037, USA","440 Windsor Way, Kaysville, UT 84037, USA"
The VillageMath Network,19497,2020-05-17,https://ngsme.villagemath.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"61C Adoka St, Otukpo, Benue State, Nigeria","Adoka St Otukpo, Nigeria"
Haute école de gestion de Genève,68061,2020-05-20,https://www.hesge.ch/heg,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Campus de Battelle, Rue de la Tambourine 17, CH-1227 Carouge, Switzerland","Campus de Battelle, Rue de la Tambourine 17, CH-1227 Carouge, Switzerland"
Archive (Athens),64640,2020-06-09,https://archive.gr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Morava str 8, 121 36 Peristeri, Athens","121 36 Peristeri, Athens, Greece"
University of Toronto Scarborough Library,61220,2020-06-23,https://ark.digital.utsc.utoronto.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1265 Military Trail, Toronto, ON M1C 1A4, Canada","Joan Foley Hall 1265 Military Trail, Scarborough, ON M1C 1A4, Canada"
"Library of the University of Amsterdam, Allard Pierson",48225,2020-06-24,https://pid.uba.uva.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Oude Turfmarkt 129, 1012 GC Amsterdam, The Netherlands","Oude Turfmarkt 129, 1012 GC Amsterdam, The Netherlands"
Unidad Académica Escuela Nacional de Ingeniería Pesquera,83792,2020-06-30,http://www.uan.edu.mx/es/unidad-academica-escuela-nacional-de-ingenieria-pesquera,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Carretera a San Blas Kilómetro 12, Bahia de Matanchen, 63740 San Blas, Nayarit, México","Carretera a San Blas Kilómetro 12, Bahia de Matanchen, 63740 San Blas, Nayarit, México"
Publicaciones Instituto Nacional de Investigaciones Agrícolas,70796,2020-06-30,http://libros.inia.es/libros/index.php?cPath=19,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenida Universidad via el Limón, Maracay 2105, Aragua, Venezuela","Avenida Universidad El Limón, Aragua, Venezuela"
Revista de Investigacion UPEL-IPC,57801,2020-07-01,https://revistas.upel.digital/index.php/revinvest/issue,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av Paez, El Paraiso, Caracas 1021, Venezuela","1021 Av. José Antonio Páez Caracas 1020, Distrito Capital, Venezuela"
Algerian Journal of Signals and Systems,45147,2020-07-02,http://ajss.dz/index.php/ajss,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenue de l'indépendance, Boumerdès, Algeria","Avenue de l'indépendance, Boumerdès, Algeria"
Universidade Federal Fluminense,32152,2020-07-08,http://www.uff.br/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"R. Des. Ellis Hermydio Figueira, 783 - Bloco A - Aterrado, Volta Redonda - RJ, 27213-145, Brasil","R. Des. Ellis Hermydio Figueira, 783 - Bloco A - Aterrado, Volta Redonda - RJ, 27213-145, Brasil"
Revista Cubana de Administración Pública y Empresarial,19155,2020-07-15,https://apye.esceg.cu/index.php/apye,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Boyeros, Havana, Cuba","Boyeros, Havana, Cuba"
Polifonia Academia Paulista de Direito International Law Review,80372,2020-07-16,https://apd.org.br/polifonia-revista-internacional-da-academia-paulista-de-direito,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1471 Paulista Avenue, Ap. 717, Sao Paulo, SP, #01311-200, Brazil","Av. Paulista, 1471 - 717 - Jardim Paulista São Paulo - SP, 01311-200, Brazil"
Hoover Institution Library & Archives,54723,2020-07-20,https://www.hoover.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"550 Serra Mall, Stanford, CA 94305, USA","550 Serra Mall, Stanford, CA 94305, USA"
Kantonale Denkmalpflege Zürich,41728,2020-07-21,https://www.zh.ch/de/sport-kultur/kultur/kulturerbe/denkmalpflege.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Stettbachstrasse 7, 8600 Dübendorf, Switzerland","Stettbachstrasse 7, 8600 Dübendorf, Switzerland"
"DERC - Departamento de Ergometria, Exercício, Cardiologia Nuclear e Reabilitação Cardiovascular da SBC",28731,2020-07-23,https://www.revista.derc.org.br,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Marechal Câmara, 160 - 3º andar - Sala: 330 - Centro / Rio de Janeiro / RJ - Brasil - CEP: 20020-907","Av. Mal. Câmara, 160 - 3º andar - Sala: 330 - Centro Rio de Janeiro - RJ, 20021-380, Brazil"
Accademia dei Georgofili,15734,2020-07-23,http://www.georgofili.it,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Via capo di Mondo 78, Firenze, Italy","Via Capo di Mondo, 78 50136 Firenze FI, Italy"
Chetnagiri Biotech,51304,2020-08-12,https://www.chetnagiri.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"House No. 64, Near Samaj Bhawan, Khairlanji, Sakoli, Maharashtra 441802, India","House No. 64, Near Samaj Bhawan, Khairlanji, Sakoli, Maharashtra 441802, India"
Monteverdia Scientific Journal,38307,2020-08-13,https://revistas.reduc.edu.cu/index.php/monteverdia,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Camagüey, Cuba","Camagüey, Cuba"
Editora Kirja,25310,2020-08-18,http://kirjaeditora.mozello.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"R. Francisco W Horta, 105 Serra Negra, São Paulo, Brazil","R. Francisco W Horta, 105 - Bosque das Arapongas Serra Negra - SP, 13930-000, Brazil"
International Journal of Legal Enforcement,73875,2020-08-21,http://www.internationaljournaloflegalenforcement-ijle.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"No. 113, 100 Feet Road, Tharamani, Chennai 600113, Tamil Nadu, India","No. 113, 100 Feet Road, Tharamani, Chennai 600113, Tamil Nadu, India"
Global Research Online,60880,2020-08-24,https://www.globalresearchonline.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bangalore, India","Bangalore, India"
evematringe bl0g,21890,2020-08-24,https://www.evematringe.eu/bl0g,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 rue Bender, L-1229 Luxembourg","4 rue Bender, L-1229 Luxembourg"
Indology,83451,2020-08-26,https://indology.info,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11126 78 Ave NW, Edmonton, AB T6G0M6, Canada","11126 78 Ave NW, Edmonton, AB T6G0M6, Canada"
Specify Collections Consortium,18471,2020-09-08,https://www.specifysoftware.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1345 Jayhawk Boulevard, Lawrence, KS 66045, USA","1345 Jayhawk Boulevard, Lawrence, KS 66045, USA"
Iguaco,67035,2020-09-09,https://www.iguaco.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Gumelenstrasse 13, 8810 Horgen, Switzerland","Gumelenstrasse 13, 8810 Horgen, Switzerland"
University of Santa Cruz Genomics Institute,41042,2020-09-11,https://cells.ucsc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1156 High St, Genomics Institute, Santa Cruz, CA 95064, USA","1156 High St, Genomics Institute, Santa Cruz, CA 95064, USA"
Loyola University New Orleans,89608,2020-09-16,http://loynosca.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6363 St. Charles Ave., New Orleans, LA 70118, USA","6363 St. Charles Ave., New Orleans, LA 70118, USA"
Leventhal Map & Education Center,76611,2020-09-16,https://www.leventhalmap.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"700 Boylston St, Boston MA 02116, USA","700 Boylston St, Boston MA 02116, USA"
Wildlife Insights,63614,2020-09-18,https://app.wildlifeinsights.org/explore,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2011 Crystal Drive, Suite 600, Arlington VA 22202, USA","2011 Crystal Drive, Suite 600, Arlington VA 22202, USA"
Metadata Research Center at Drexel University,13183,2020-09-21,https://id.cci.drexel.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3675 Market St 10th floor, Philadelphia, PA 19104, USA","3675 Market St 10th floor, Philadelphia, PA 19104, USA"
